"collectionunitid","agemodel","ageboundolder","ageboundyounger","dateprepared","chronologies.notes","TEMP_chronid"
43127,"event",31200,15300,"2025-04-22",NA,"TEMP2978"
43347,"bounds",19044,16514,"2025-04-22",NA,"TEMP2979"
43347,"event",18314,17254,"2025-04-22",NA,"TEMP2980"
43578,"bounds",12374,114,"2025-01-26",NA,"TEMP2981"
43578,"event",11944,154,"2025-01-26",NA,"TEMP2982"
43580,"bounds",1014,744,"2025-01-21",NA,"TEMP2983"
43580,"event",934,844,"2025-01-21",NA,"TEMP2984"
43581,"bounds",13284,12854,"2025-04-22",NA,"TEMP2985"
43581,"event",13134,13004,"2025-04-22",NA,"TEMP2986"
43636,"bounds",10384,6874,"2025-04-22",NA,"TEMP2987"
43636,"event",10124,7094,"2025-04-22",NA,"TEMP2988"
43637,"bounds",14484,3464,"2025-04-22",NA,"TEMP2989"
43637,"event",13064,6804,"2025-04-22",NA,"TEMP2990"
43640,"bounds",14094,11684,"2025-04-22",NA,"TEMP2991"
43640,"event",13344,12434,"2025-04-22",NA,"TEMP2992"
43641,"bounds",14844,1734,"2025-04-22",NA,"TEMP2993"
43641,"event",10794,5764,"2025-04-22",NA,"TEMP2994"
43642,"bounds",15304,10544,"2025-04-22",NA,"TEMP2995"
43642,"event",13814,12064,"2025-04-22",NA,"TEMP2996"
43646,"bounds",19514,-66,"2025-04-22",NA,"TEMP2997"
43646,"event",18974,554,"2025-04-22",NA,"TEMP2998"
43647,"bounds",13904,114,"2025-01-21",NA,"TEMP2999"
43647,"event",9614,4394,"2025-01-21",NA,"TEMP3000"
43648,"bounds",9894,8354,"2025-01-21",NA,"TEMP3001"
43648,"event",9394,8864,"2025-01-21",NA,"TEMP3002"
43649,"bounds",15100,12400,"2025-01-21",NA,"TEMP3003"
43649,"event",14100,13200,"2025-01-21",NA,"TEMP3004"
43650,"bounds",17524,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP3005"
43650,"event",11854,4594,"2025-01-21",NA,"TEMP3006"
43651,"bounds",48847,200,"2025-01-26",NA,"TEMP3007"
43651,"event",35812,600,"2025-01-26",NA,"TEMP3008"
44085,"bounds",32374,18044,"2025-04-22",NA,"TEMP3009"
44085,"event",28034,22404,"2025-04-22",NA,"TEMP3010"
44086,"bounds",64300,-75,"2025-04-22","younger age limits truncated at publication date (2025 CE)","TEMP3011"
44086,"event",40600,9000,"2025-04-22",NA,"TEMP3012"
44087,"bounds",7904,7264,"2025-04-22",NA,"TEMP3013"
44087,"event",7714,7434,"2025-04-22",NA,"TEMP3014"
44092,"bounds",55500,12300,"2025-04-22",NA,"TEMP3015"
44092,"event",50700,12800,"2025-04-22",NA,"TEMP3016"
44095,"bounds",57000,15600,"2025-04-22",NA,"TEMP3017"
44095,"event",52400,17300,"2025-04-22",NA,"TEMP3018"
44096,"bounds",27294,424,"2025-04-22",NA,"TEMP3019"
44096,"event",26474,604,"2025-04-22",NA,"TEMP3020"
44097,"bounds",16394,13434,"2025-04-22",NA,"TEMP3021"
44097,"event",15404,14404,"2025-04-22",NA,"TEMP3022"
44098,"bounds",22614,5254,"2025-04-22",NA,"TEMP3023"
44098,"event",17214,10704,"2025-04-22",NA,"TEMP3024"
44099,"bounds",16884,10744,"2025-04-22",NA,"TEMP3025"
44099,"event",14914,12714,"2025-04-22",NA,"TEMP3026"
44100,"bounds",15554,11174,"2025-04-22",NA,"TEMP3027"
44100,"event",14014,12714,"2025-04-22",NA,"TEMP3028"
44101,"bounds",13384,9764,"2025-04-22",NA,"TEMP3029"
44101,"event",12094,10824,"2025-04-22",NA,"TEMP3030"
44102,"bounds",11554,9434,"2025-04-22",NA,"TEMP3031"
44102,"event",10824,10164,"2025-04-22",NA,"TEMP3032"
44103,"bounds",57600,-75,"2025-04-22","younger age limits truncated at publication date (2025 CE)","TEMP3033"
44103,"event",44700,300,"2025-04-22",NA,"TEMP3034"
44104,"bounds",25634,17414,"2025-04-22",NA,"TEMP3035"
44104,"event",23694,18974,"2025-04-22",NA,"TEMP3036"
44105,"bounds",20844,15754,"2025-04-22",NA,"TEMP3037"
44105,"event",19104,17474,"2025-04-22",NA,"TEMP3038"
44106,"bounds",16514,624,"2025-04-22",NA,"TEMP3039"
44106,"event",15264,1264,"2025-04-22",NA,"TEMP3040"
44107,"bounds",6284,3194,"2025-04-22",NA,"TEMP3041"
44107,"event",5924,3594,"2025-04-22",NA,"TEMP3042"
44444,"bounds",9784,344,"2025-04-22",NA,"TEMP3043"
44444,"event",9004,614,"2025-04-22",NA,"TEMP3044"
44445,"bounds",55400,9700,"2025-04-22",NA,"TEMP3045"
44445,"event",50100,10000,"2025-04-22",NA,"TEMP3046"
44451,"bounds",18634,9164,"2025-01-21",NA,"TEMP3047"
44451,"event",15444,12334,"2025-01-21",NA,"TEMP3048"
44452,"bounds",2894,2444,"2025-01-21",NA,"TEMP3049"
44452,"event",2754,2584,"2025-01-21",NA,"TEMP3050"
44453,"bounds",1104,824,"2025-01-21",NA,"TEMP3051"
44453,"event",1024,914,"2025-01-21",NA,"TEMP3052"
44454,"bounds",894,764,"2025-01-21",NA,"TEMP3053"
44454,"event",864,794,"2025-01-21",NA,"TEMP3054"
44455,"bounds",1064,474,"2025-01-21",NA,"TEMP3055"
44455,"event",864,674,"2025-01-21",NA,"TEMP3056"
44456,"bounds",674,124,"2025-01-21",NA,"TEMP3057"
44456,"event",504,304,"2025-01-21",NA,"TEMP3058"
44457,"bounds",3024,1244,"2025-01-21",NA,"TEMP3059"
44457,"event",2464,1804,"2025-01-21",NA,"TEMP3060"
44459,"bounds",5674,304,"2025-01-21",NA,"TEMP3061"
44459,"event",3994,1984,"2025-01-21",NA,"TEMP3062"
44460,"bounds",1664,74,"2025-01-21",NA,"TEMP3063"
44460,"event",1184,564,"2025-01-21",NA,"TEMP3064"
44461,"bounds",6234,44,"2025-01-26",NA,"TEMP3065"
44461,"event",5304,604,"2025-01-26",NA,"TEMP3066"
44480,"bounds",20174,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP3067"
44480,"event",13824,234,"2025-01-26",NA,"TEMP3068"
44550,"bounds",2394,1224,"2025-01-21",NA,"TEMP3069"
44550,"event",1994,1624,"2025-01-21",NA,"TEMP3070"
44557,"bounds",3324,-75,"2025-04-22","younger age limits truncated at publication date (2025 CE)","TEMP3071"
44557,"event",2804,54,"2025-04-22",NA,"TEMP3072"
44558,"bounds",6334,5844,"2025-01-21",NA,"TEMP3073"
44558,"event",6174,6014,"2025-01-21",NA,"TEMP3074"
44559,"bounds",4244,3774,"2025-01-21",NA,"TEMP3075"
44559,"event",4084,3934,"2025-01-21",NA,"TEMP3076"
44561,"bounds",11594,4,"2025-01-21",NA,"TEMP3077"
44561,"event",8054,3544,"2025-01-21",NA,"TEMP3078"
44562,"bounds",8134,574,"2025-01-21",NA,"TEMP3079"
44562,"event",5834,2864,"2025-01-21",NA,"TEMP3080"
44563,"bounds",49900,24300,"2025-01-21",NA,"TEMP3081"
44563,"event",42200,32100,"2025-01-21",NA,"TEMP3082"
44576,"bounds",5734,-36,"2025-01-21",NA,"TEMP3083"
44576,"event",3984,1704,"2025-01-21",NA,"TEMP3084"
44578,"bounds",27944,13114,"2025-01-21",NA,"TEMP3085"
44578,"event",23454,17614,"2025-01-21",NA,"TEMP3086"
44579,"bounds",7404,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP3087"
44579,"event",7024,594,"2025-01-26",NA,"TEMP3088"
44583,"bounds",16204,15514,"2025-04-22",NA,"TEMP3089"
44583,"event",15974,15754,"2025-04-22",NA,"TEMP3090"
44627,"bounds",12044,-75,"2025-04-22","younger age limits truncated at publication date (2025 CE)","TEMP3091"
44627,"event",7894,2784,"2025-04-22",NA,"TEMP3092"
44636,"bounds",6424,5294,"2025-04-22",NA,"TEMP3093"
44636,"event",6034,5614,"2025-04-22",NA,"TEMP3094"
44640,"bounds",9624,4224,"2025-04-22",NA,"TEMP3095"
44640,"event",7924,5924,"2025-04-22",NA,"TEMP3096"
44779,"bounds",10494,9814,"2025-04-22",NA,"TEMP3097"
44779,"event",10264,10044,"2025-04-22",NA,"TEMP3098"
44782,"bounds",17324,13154,"2025-04-22",NA,"TEMP3099"
44782,"event",16494,13424,"2025-04-22",NA,"TEMP3100"
45058,"bounds",40900,19900,"2025-04-22",NA,"TEMP3101"
45058,"event",34600,26200,"2025-04-22",NA,"TEMP3102"
