"collectionunitid","analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger","source","TEMP_chronid"
6035,82861,"event",624,684,564,"computed","TEMP1230"
6035,82862,"event",824,874,774,"computed","TEMP1230"
6035,82861,"bounds",NA,814,434,"computed","TEMP1229"
6035,82862,"bounds",NA,964,674,"computed","TEMP1229"
6036,82864,"event",364,464,254,"computed","TEMP1232"
6036,82865,"event",734,914,554,"computed","TEMP1232"
6036,82866,"event",1154,1334,974,"computed","TEMP1232"
6036,82867,"event",6774,6994,6554,"computed","TEMP1232"
6036,82868,"event",6824,7024,6644,"computed","TEMP1232"
6036,82864,"bounds",NA,684,14,"computed","TEMP1231"
6036,82865,"bounds",NA,1194,274,"computed","TEMP1231"
6036,82866,"bounds",NA,1734,584,"computed","TEMP1231"
6036,82867,"bounds",NA,7434,6104,"computed","TEMP1231"
6036,82868,"bounds",NA,7424,6244,"computed","TEMP1231"
6039,82871,"event",1364,1554,1184,"computed","TEMP1234"
6039,82871,"bounds",NA,1974,764,"computed","TEMP1233"
6047,82879,"event",1004,1314,714,"computed","TEMP1236"
6047,82879,"bounds",NA,1954,74,"computed","TEMP1235"
6048,82880,"event",1124,1524,754,"computed","TEMP1238"
6048,82880,"bounds",NA,2354,-66,"computed","TEMP1237"
6049,82881,"event",514,634,394,"computed","TEMP1240"
6049,82881,"bounds",NA,824,204,"computed","TEMP1239"
6050,82882,"event",914,1074,764,"computed","TEMP1242"
6050,82882,"bounds",NA,1404,444,"computed","TEMP1241"
6052,82884,"event",1004,1194,824,"computed","TEMP1244"
6052,82884,"bounds",NA,1554,454,"computed","TEMP1243"
6073,82909,"event",1774,2024,1534,"computed","TEMP1246"
6073,82909,"bounds",NA,2544,1034,"computed","TEMP1245"
6075,82911,"event",1424,1474,1384,"computed","TEMP1248"
6075,82911,"bounds",NA,1544,1314,"computed","TEMP1247"
6083,82919,"event",1654,1784,1534,"computed","TEMP1250"
6083,82919,"bounds",NA,1944,1374,"computed","TEMP1249"
6136,82972,"event",27194,34704,19704,"computed","TEMP1252"
6136,82972,"bounds",NA,46574,7884,"computed","TEMP1251"
6137,82973,"event",15814,16284,15334,"computed","TEMP1254"
6137,82974,"event",13054,13594,12534,"computed","TEMP1254"
6137,82975,"event",12054,12414,11664,"computed","TEMP1254"
6137,82976,"event",10754,11284,10274,"computed","TEMP1254"
6137,82973,"bounds",NA,17304,14304,"computed","TEMP1253"
6137,82974,"bounds",NA,14784,11344,"computed","TEMP1253"
6137,82975,"bounds",NA,13124,10964,"computed","TEMP1253"
6137,82976,"bounds",NA,12404,9164,"computed","TEMP1253"
6138,82977,"event",17404,17854,16964,"computed","TEMP1256"
6138,82978,"event",18194,18544,17854,"computed","TEMP1256"
6138,82979,"event",12714,13014,12344,"computed","TEMP1256"
6138,91879,"event",14294,14814,13854,"computed","TEMP1256"
6138,82981,"event",17104,18554,15654,"computed","TEMP1256"
6138,82977,"bounds",NA,18744,16074,"computed","TEMP1255"
6138,82978,"bounds",NA,19194,17194,"computed","TEMP1255"
6138,82979,"bounds",NA,13744,11614,"computed","TEMP1255"
6138,91879,"bounds",NA,15764,12914,"computed","TEMP1255"
6138,82981,"bounds",NA,20814,13354,"computed","TEMP1255"
6144,82987,"event",504,594,404,"computed","TEMP1258"
6144,82987,"bounds",NA,764,224,"computed","TEMP1257"
6147,82996,"event",31200,36000,26900,"computed","TEMP1260"
6147,82996,"bounds",NA,44100,18800,"computed","TEMP1259"
6148,82997,"event",35000,42600,29100,"computed","TEMP1262"
6148,82997,"bounds",NA,55400,17200,"computed","TEMP1261"
6149,91880,"event",3774,4854,2794,"computed","TEMP1264"
6149,91881,"event",8654,9044,8304,"computed","TEMP1264"
6149,91882,"event",9124,9634,8644,"computed","TEMP1264"
6149,83026,"event",14094,14894,13314,"computed","TEMP1264"
6149,91880,"bounds",NA,6884,764,"computed","TEMP1263"
6149,91881,"bounds",NA,9774,7564,"computed","TEMP1263"
6149,91882,"bounds",NA,10694,7594,"computed","TEMP1263"
6149,83026,"bounds",NA,16174,12074,"computed","TEMP1263"
6150,91884,"event",8094,8254,7954,"computed","TEMP1266"
6150,91883,"event",4134,4464,3824,"computed","TEMP1266"
6150,91884,"bounds",NA,8434,7754,"computed","TEMP1265"
6150,91883,"bounds",NA,5124,3164,"computed","TEMP1265"
6159,83042,"event",834,1124,574,"computed","TEMP1268"
6159,83042,"bounds",NA,1684,14,"computed","TEMP1267"
6160,83043,"event",574,714,424,"computed","TEMP1270"
6160,83043,"bounds",NA,1054,84,"computed","TEMP1269"
6167,83050,"event",844,914,774,"computed","TEMP1272"
6167,83050,"bounds",NA,1064,634,"computed","TEMP1271"
6168,83051,"event",7894,9064,6884,"computed","TEMP1274"
6168,83051,"bounds",NA,11274,4644,"computed","TEMP1273"
6170,83055,"event",8034,8244,7834,"computed","TEMP1276"
6170,83057,"event",8074,8204,7954,"computed","TEMP1276"
6170,83055,"bounds",NA,8654,7414,"computed","TEMP1275"
6170,83057,"bounds",NA,8474,7674,"computed","TEMP1275"
6171,83058,"event",454,564,334,"computed","TEMP1278"
6171,83058,"bounds",NA,774,94,"computed","TEMP1277"
6175,83068,"event",1094,1704,494,"computed","TEMP1280"
6175,83068,"bounds",NA,2724,-75,"computed","TEMP1279"
6176,91885,"event",1184,1324,1034,"computed","TEMP1282"
6176,91885,"bounds",NA,1624,744,"computed","TEMP1281"
6181,83075,"event",904,1084,754,"computed","TEMP1284"
6181,83075,"bounds",NA,1424,414,"computed","TEMP1283"
6191,83087,"event",2414,2664,2174,"computed","TEMP1286"
6191,83091,"event",3384,3584,3184,"computed","TEMP1286"
6191,83102,"event",7794,8114,7494,"computed","TEMP1286"
6191,83103,"event",12224,13914,10714,"computed","TEMP1286"
6191,83105,"event",854,974,754,"computed","TEMP1286"
6191,83087,"bounds",NA,3154,1684,"computed","TEMP1285"
6191,83091,"bounds",NA,3964,2784,"computed","TEMP1285"
6191,83102,"bounds",NA,8784,6814,"computed","TEMP1285"
6191,83103,"bounds",NA,17254,7464,"computed","TEMP1285"
6191,83105,"bounds",NA,1204,524,"computed","TEMP1285"
6192,83114,"event",404,524,264,"computed","TEMP1288"
6192,91889,"event",1474,1614,1354,"computed","TEMP1288"
6192,91990,"event",3084,3324,2854,"computed","TEMP1288"
6192,83120,"event",4524,5424,3674,"computed","TEMP1288"
6192,83122,"event",5954,6434,5484,"computed","TEMP1288"
6192,83114,"bounds",NA,814,-36,"computed","TEMP1287"
6192,91889,"bounds",NA,1884,1084,"computed","TEMP1287"
6192,91990,"bounds",NA,3804,2364,"computed","TEMP1287"
6192,83120,"bounds",NA,7194,1904,"computed","TEMP1287"
6192,83122,"bounds",NA,7194,4694,"computed","TEMP1287"
6193,83131,"event",12684,12874,12454,"computed","TEMP1290"
6193,83131,"bounds",NA,13364,11954,"computed","TEMP1289"
6194,83132,"event",1024,1064,984,"computed","TEMP1292"
6194,83132,"bounds",NA,1154,904,"computed","TEMP1291"
6196,91991,"event",8864,9404,8384,"computed","TEMP1294"
6196,91991,"bounds",NA,10474,7304,"computed","TEMP1293"
6197,83145,"event",5384,5534,5224,"computed","TEMP1296"
6197,83147,"event",8174,8394,7964,"computed","TEMP1296"
6197,83145,"bounds",NA,5854,4894,"computed","TEMP1295"
6197,83147,"bounds",NA,8864,7494,"computed","TEMP1295"
6198,91992,"event",3254,3504,3004,"computed","TEMP1298"
6198,83148,"event",1404,1574,1254,"computed","TEMP1298"
6198,91992,"bounds",NA,4034,2474,"computed","TEMP1297"
6198,83148,"bounds",NA,1934,894,"computed","TEMP1297"
6206,83166,"event",1854,2394,1304,"computed","TEMP1300"
6206,83166,"bounds",NA,3324,444,"computed","TEMP1299"
6207,83167,"event",8694,10154,7264,"computed","TEMP1302"
6207,83167,"bounds",NA,12614,4934,"computed","TEMP1301"
6212,83172,"event",734,814,664,"computed","TEMP1304"
6212,83172,"bounds",NA,984,484,"computed","TEMP1303"
6213,83173,"event",5574,6094,5054,"computed","TEMP1306"
6213,83174,"event",3064,3784,2334,"computed","TEMP1306"
6213,83175,"event",944,1174,724,"computed","TEMP1306"
6213,83173,"bounds",NA,6934,4204,"computed","TEMP1305"
6213,83174,"bounds",NA,5094,1024,"computed","TEMP1305"
6213,83175,"bounds",NA,1594,304,"computed","TEMP1305"
6218,83182,"event",704,744,654,"computed","TEMP1308"
6218,83182,"bounds",NA,844,564,"computed","TEMP1307"
6220,83185,"event",724,754,694,"computed","TEMP1310"
6220,83185,"bounds",NA,814,644,"computed","TEMP1309"
6221,83186,"event",864,984,764,"computed","TEMP1312"
6221,83186,"bounds",NA,1234,514,"computed","TEMP1311"
6222,83187,"event",3174,3394,2944,"computed","TEMP1314"
6222,83187,"bounds",NA,3884,2454,"computed","TEMP1313"
6223,83189,"event",804,934,694,"computed","TEMP1316"
6223,83189,"bounds",NA,1204,434,"computed","TEMP1315"
6226,83201,"event",2494,3154,1844,"computed","TEMP1318"
6226,83201,"bounds",NA,4244,764,"computed","TEMP1317"
6234,83214,"event",6064,6174,5944,"computed","TEMP1320"
6234,83214,"bounds",NA,6324,5774,"computed","TEMP1319"
6236,83216,"event",384,414,344,"computed","TEMP1322"
6236,83217,"event",1514,1874,1144,"computed","TEMP1322"
6236,83216,"bounds",NA,454,284,"computed","TEMP1321"
6236,83217,"bounds",NA,2504,524,"computed","TEMP1321"
6245,83226,"event",12384,12664,12064,"computed","TEMP1324"
6245,83228,"event",3994,4354,3634,"computed","TEMP1324"
6245,83229,"event",6844,8104,5594,"computed","TEMP1324"
6245,83230,"event",10154,10804,9504,"computed","TEMP1324"
6245,83231,"event",13494,13944,13044,"computed","TEMP1324"
6245,91993,"event",16264,18424,14104,"computed","TEMP1324"
6245,83226,"bounds",NA,13254,11474,"computed","TEMP1323"
6245,83228,"bounds",NA,4924,3074,"computed","TEMP1323"
6245,83229,"bounds",NA,10044,3654,"computed","TEMP1323"
6245,83230,"bounds",NA,11934,8404,"computed","TEMP1323"
6245,83231,"bounds",NA,14684,12354,"computed","TEMP1323"
6245,91993,"bounds",NA,22234,10374,"computed","TEMP1323"
6246,83232,"event",1534,1634,1444,"computed","TEMP1326"
6246,83232,"bounds",NA,1834,1244,"computed","TEMP1325"
6250,83238,"event",3604,4004,3224,"computed","TEMP1328"
6250,83238,"bounds",NA,4834,2394,"computed","TEMP1327"
6266,83254,"event",1694,2084,1294,"computed","TEMP1330"
6266,83254,"bounds",NA,2764,604,"computed","TEMP1329"
6271,83262,"event",3064,3224,2894,"computed","TEMP1332"
6271,83262,"bounds",NA,3574,2554,"computed","TEMP1331"
6275,83267,"event",3184,4084,2274,"computed","TEMP1334"
6275,83267,"bounds",NA,5654,704,"computed","TEMP1333"
6277,83269,"event",1684,2154,1224,"computed","TEMP1336"
6277,83269,"bounds",NA,2944,484,"computed","TEMP1335"
6289,83281,"event",11164,11494,10854,"computed","TEMP1338"
6289,83281,"bounds",NA,12144,10204,"computed","TEMP1337"
6298,83293,"event",10614,10914,10324,"computed","TEMP1340"
6298,83293,"bounds",NA,11424,9764,"computed","TEMP1339"
6302,83298,"event",18824,25654,11984,"computed","TEMP1342"
6302,83298,"bounds",NA,37424,244,"computed","TEMP1341"
6320,83316,"event",11434,12054,10824,"computed","TEMP1344"
6320,83316,"bounds",NA,13284,9584,"computed","TEMP1343"
6322,83318,"event",29500,30500,28500,"computed","TEMP1346"
6322,83318,"bounds",NA,32100,26500,"computed","TEMP1345"
6337,83333,"event",21194,24934,17454,"computed","TEMP1348"
6337,83333,"bounds",NA,30844,11564,"computed","TEMP1347"
6339,83335,"event",18374,18834,17874,"computed","TEMP1350"
6339,83335,"bounds",NA,19904,16814,"computed","TEMP1349"
6345,83341,"event",9704,11674,7734,"computed","TEMP1352"
6345,83341,"bounds",NA,14774,4684,"computed","TEMP1351"
6352,83348,"event",25414,26084,24734,"computed","TEMP1354"
6352,83348,"bounds",NA,27524,23314,"computed","TEMP1353"
6357,83355,"event",4654,4824,4464,"computed","TEMP1356"
6357,83358,"event",5774,6334,5214,"computed","TEMP1356"
6357,83355,"bounds",NA,5214,4094,"computed","TEMP1355"
6357,83358,"bounds",NA,7334,4204,"computed","TEMP1355"
6363,83366,"event",1044,1094,994,"computed","TEMP1358"
6363,83367,"event",804,934,704,"computed","TEMP1358"
6363,83368,"event",1934,2134,1754,"computed","TEMP1358"
6363,83366,"bounds",NA,1174,924,"computed","TEMP1357"
6363,83367,"bounds",NA,1164,464,"computed","TEMP1357"
6363,83368,"bounds",NA,2534,1364,"computed","TEMP1357"
6365,83370,"event",2534,2674,2394,"computed","TEMP1360"
6365,83370,"bounds",NA,2944,2114,"computed","TEMP1359"
6366,83371,"event",4264,4924,3604,"computed","TEMP1362"
6366,83371,"bounds",NA,5994,2544,"computed","TEMP1361"
6370,83377,"event",9264,9634,8884,"computed","TEMP1364"
6370,83377,"bounds",NA,10434,8094,"computed","TEMP1363"
6371,83378,"event",12294,13374,11274,"computed","TEMP1366"
6371,83378,"bounds",NA,15724,8974,"computed","TEMP1365"
6375,83382,"event",1434,1484,1384,"computed","TEMP1368"
6375,83382,"bounds",NA,1524,1344,"computed","TEMP1367"
6380,83387,"event",1484,2144,834,"computed","TEMP1370"
6380,83387,"bounds",NA,3154,-75,"computed","TEMP1369"
6381,83388,"event",1184,1424,944,"computed","TEMP1372"
6381,83388,"bounds",NA,1834,524,"computed","TEMP1371"
6382,83389,"event",3634,4114,3154,"computed","TEMP1374"
6382,83389,"bounds",NA,4924,2304,"computed","TEMP1373"
6389,83396,"event",3764,4964,2574,"computed","TEMP1376"
6389,83396,"bounds",NA,6854,684,"computed","TEMP1375"
6393,83403,"event",534,574,484,"computed","TEMP1378"
6393,83403,"bounds",NA,674,394,"computed","TEMP1377"
6394,83404,"event",634,714,564,"computed","TEMP1380"
6394,83404,"bounds",NA,854,434,"computed","TEMP1379"
6396,83406,"event",3984,4024,3944,"computed","TEMP1382"
6396,83406,"bounds",NA,4064,3914,"computed","TEMP1381"
6397,83407,"event",5304,5444,5134,"computed","TEMP1384"
6397,83408,"event",694,774,624,"computed","TEMP1384"
6397,83407,"bounds",NA,5734,4844,"computed","TEMP1383"
6397,83408,"bounds",NA,964,444,"computed","TEMP1383"
6399,83418,"event",1424,1534,1324,"computed","TEMP1386"
6399,83418,"bounds",NA,1784,1084,"computed","TEMP1385"
6400,83419,"event",3484,3544,3424,"computed","TEMP1388"
6400,83419,"bounds",NA,3664,3304,"computed","TEMP1387"
6406,83425,"event",1464,1854,1064,"computed","TEMP1390"
6406,83425,"bounds",NA,2594,424,"computed","TEMP1389"
6407,83426,"event",5824,6234,5414,"computed","TEMP1392"
6407,83427,"event",9234,9494,8944,"computed","TEMP1392"
6407,83428,"event",9294,9374,9204,"computed","TEMP1392"
6407,83426,"bounds",NA,7114,4534,"computed","TEMP1391"
6407,83427,"bounds",NA,9914,8454,"computed","TEMP1391"
6407,83428,"bounds",NA,9454,9114,"computed","TEMP1391"
6408,83429,"event",9574,10374,8864,"computed","TEMP1394"
6408,83430,"event",8114,8314,7924,"computed","TEMP1394"
6408,83431,"event",8014,8514,7554,"computed","TEMP1394"
6408,83429,"bounds",NA,11974,7284,"computed","TEMP1393"
6408,83430,"bounds",NA,8574,7654,"computed","TEMP1393"
6408,83431,"bounds",NA,9584,6484,"computed","TEMP1393"
6409,83432,"event",10714,10884,10594,"computed","TEMP1396"
6409,83432,"bounds",NA,11084,10404,"computed","TEMP1395"
6417,83440,"event",29444,32724,26164,"computed","TEMP1398"
6417,83440,"bounds",NA,38024,20894,"computed","TEMP1397"
6422,83455,"event",554,724,374,"computed","TEMP1400"
6422,83455,"bounds",NA,1144,-36,"computed","TEMP1399"
6426,83461,"event",1044,1174,934,"computed","TEMP1402"
6426,83462,"event",6954,7604,6314,"computed","TEMP1402"
6426,83461,"bounds",NA,1374,714,"computed","TEMP1401"
6426,83462,"bounds",NA,8984,4944,"computed","TEMP1401"
6429,83465,"event",524,684,354,"computed","TEMP1404"
6429,83465,"bounds",NA,1054,-16,"computed","TEMP1403"
6451,83487,"event",874,994,774,"computed","TEMP1406"
6451,83487,"bounds",NA,1234,524,"computed","TEMP1405"
6457,83493,"event",694,864,544,"computed","TEMP1408"
6457,83493,"bounds",NA,1204,204,"computed","TEMP1407"
6458,83494,"event",454,634,274,"computed","TEMP1410"
6458,83494,"bounds",NA,1004,-75,"computed","TEMP1409"
6463,83499,"event",2674,3484,1874,"computed","TEMP1412"
6463,83499,"bounds",NA,4794,604,"computed","TEMP1411"
6483,83519,"event",14614,14934,14304,"computed","TEMP1414"
6483,83519,"bounds",NA,15514,13744,"computed","TEMP1413"
6491,83527,"event",25900,36400,15400,"computed","TEMP1416"
6491,83527,"bounds",NA,54000,-75,"computed","TEMP1415"
6494,83530,"event",774,1164,444,"computed","TEMP1418"
6494,83530,"bounds",NA,1944,-75,"computed","TEMP1417"
6509,83548,"event",2334,2494,2174,"computed","TEMP1420"
6509,83548,"bounds",NA,2824,1854,"computed","TEMP1419"
6519,83558,"event",16844,17444,16234,"computed","TEMP1422"
6519,83559,"event",26584,26974,26174,"computed","TEMP1422"
6519,83558,"bounds",NA,18524,15164,"computed","TEMP1421"
6519,83559,"bounds",NA,27704,25454,"computed","TEMP1421"
6529,83569,"event",2104,2914,1284,"computed","TEMP1424"
6529,83569,"bounds",NA,4194,24,"computed","TEMP1423"
6531,83571,"event",624,724,524,"computed","TEMP1426"
6531,83571,"bounds",NA,904,354,"computed","TEMP1425"
6532,83572,"event",934,1164,724,"computed","TEMP1428"
6532,83572,"bounds",NA,1614,264,"computed","TEMP1427"
6534,83574,"event",1494,1724,1284,"computed","TEMP1430"
6534,83574,"bounds",NA,2224,784,"computed","TEMP1429"
6539,83579,"event",4404,4994,3834,"computed","TEMP1432"
6539,83579,"bounds",NA,6174,2654,"computed","TEMP1431"
6540,83580,"event",1204,1344,1074,"computed","TEMP1434"
6540,83580,"bounds",NA,1514,894,"computed","TEMP1433"
6541,83581,"event",1904,2084,1734,"computed","TEMP1436"
6541,83581,"bounds",NA,2324,1504,"computed","TEMP1435"
6544,83584,"event",1204,1244,1164,"computed","TEMP1438"
6544,83584,"bounds",NA,1314,1094,"computed","TEMP1437"
6546,83586,"event",1824,2414,1234,"computed","TEMP1440"
6546,83586,"bounds",NA,3354,294,"computed","TEMP1439"
6547,83587,"event",1134,1254,1004,"computed","TEMP1442"
6547,83587,"bounds",NA,1444,794,"computed","TEMP1441"
6564,83604,"event",834,1194,484,"computed","TEMP1444"
6564,83604,"bounds",NA,1764,-75,"computed","TEMP1443"
6577,83617,"event",1344,1634,1054,"computed","TEMP1446"
6577,83617,"bounds",NA,2104,584,"computed","TEMP1445"
6584,83624,"event",754,834,694,"computed","TEMP1448"
6584,83624,"bounds",NA,924,614,"computed","TEMP1447"
6611,83651,"event",454,664,244,"computed","TEMP1450"
6611,83651,"bounds",NA,1114,-75,"computed","TEMP1449"
6612,83652,"event",544,614,474,"computed","TEMP1452"
6612,83652,"bounds",NA,734,344,"computed","TEMP1451"
6613,83653,"event",864,1004,714,"computed","TEMP1454"
6613,83653,"bounds",NA,1254,474,"computed","TEMP1453"
6614,83654,"event",1002,1082,932,"computed","TEMP1456"
6614,83654,"bounds",NA,1232,784,"computed","TEMP1455"
6615,83655,"event",684,744,624,"computed","TEMP1458"
6615,83655,"bounds",NA,844,514,"computed","TEMP1457"
6631,83675,"event",12684,12824,12514,"computed","TEMP1460"
6631,83675,"bounds",NA,13164,12164,"computed","TEMP1459"
6632,83676,"event",12174,12514,11794,"computed","TEMP1462"
6632,83676,"bounds",NA,13214,11104,"computed","TEMP1461"
6633,83677,"event",12884,13014,12764,"computed","TEMP1464"
6633,83677,"bounds",NA,13254,12524,"computed","TEMP1463"
6645,83689,"event",24754,25004,24494,"computed","TEMP1466"
6645,83689,"bounds",NA,25534,23964,"computed","TEMP1465"
6647,83691,"event",16214,16784,15644,"computed","TEMP1468"
6647,83691,"bounds",NA,17974,14454,"computed","TEMP1467"
6655,83704,"event",564,634,484,"computed","TEMP1470"
6655,83704,"bounds",NA,764,344,"computed","TEMP1469"
6669,83719,"event",974,1064,894,"computed","TEMP1472"
6669,83720,"event",944,1014,864,"computed","TEMP1472"
6669,83718,"event",724,774,684,"computed","TEMP1472"
6669,83719,"bounds",NA,1244,724,"computed","TEMP1471"
6669,83720,"bounds",NA,1154,714,"computed","TEMP1471"
6669,83718,"bounds",NA,864,604,"computed","TEMP1471"
6679,83735,"event",674,844,504,"computed","TEMP1474"
6679,83733,"event",2804,3094,2504,"computed","TEMP1474"
6679,83732,"event",3294,3464,3124,"computed","TEMP1474"
6679,83735,"bounds",NA,1234,124,"computed","TEMP1473"
6679,83733,"bounds",NA,3704,1894,"computed","TEMP1473"
6679,83732,"bounds",NA,3854,2744,"computed","TEMP1473"
6681,83737,"event",604,624,584,"computed","TEMP1476"
6681,83737,"bounds",NA,644,554,"computed","TEMP1475"
6682,83738,"event",424,474,374,"computed","TEMP1478"
6682,83738,"bounds",NA,554,314,"computed","TEMP1477"
6684,83740,"event",954,1174,744,"computed","TEMP1480"
6684,83740,"bounds",NA,1594,334,"computed","TEMP1479"
6689,83745,"event",494,674,304,"computed","TEMP1482"
6689,83745,"bounds",NA,974,-26,"computed","TEMP1481"
6697,83753,"event",21400,24300,18900,"computed","TEMP1484"
6697,83753,"bounds",NA,30000,13400,"computed","TEMP1483"
