"collectionunitid","geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger","chroncontroltypeid","analysisunitid","TEMP_chronid"
6035,9854,"Beta-5431",764,894,674,112,82862,"TEMP1230"
6035,9858,"WSU-3562",754,904,664,112,82862,"TEMP1230"
6036,9859,"Beta-18820",384,474,294,112,82864,"TEMP1232"
6036,9863,"Beta-18823",1034,1174,954,112,82865,"TEMP1232"
6036,9861,"Beta-18819",934,1054,804,112,82865,"TEMP1232"
6036,9862,"Beta-18822",784,924,684,112,82865,"TEMP1232"
6036,9860,"Beta-18818",434,494,324,112,82865,"TEMP1232"
6036,9864,"Beta-18821",1154,1324,964,112,82866,"TEMP1232"
6036,9865,"Beta-22167",6764,7064,6514,112,82867,"TEMP1232"
6036,9866,"Beta-22166",6814,7074,6604,112,82868,"TEMP1232"
6039,9870,"GAK-1562",1364,1534,1184,112,82871,"TEMP1234"
6047,53012,"M-551",994,1294,704,112,82879,"TEMP1236"
6048,53013,"M-552",1094,1514,724,112,82880,"TEMP1238"
6049,53016,"UCIAMS-268104",764,794,744,112,82881,"TEMP1240"
6049,53015,"UCIAMS-268103",694,724,684,112,82881,"TEMP1240"
6049,53017,"UCIAMS-268105",534,544,524,112,82881,"TEMP1240"
6049,53018,"UCIAMS-268106",524,544,514,112,82881,"TEMP1240"
6049,53014,"UCIAMS-268102",384,474,334,112,82881,"TEMP1240"
6049,53019,"UCIAMS-268107",394,444,324,112,82881,"TEMP1240"
6049,53020,"UCIAMS-268108",284,304,154,112,82881,"TEMP1240"
6050,9882,"GXO-732",894,1114,744,112,82882,"TEMP1242"
6052,9884,"TEMP233",984,1234,774,112,82884,"TEMP1244"
6073,9886,"TEMP234",1754,2034,1494,112,82909,"TEMP1246"
6075,53024,"I-251",1454,1604,1364,112,82911,"TEMP1248"
6075,53022,"I(MNM)-251",1454,1604,1364,112,82911,"TEMP1248"
6075,9887,"TEMP235",1454,1594,1364,112,82911,"TEMP1248"
6075,53023,"I-252",1374,1504,1284,112,82911,"TEMP1248"
6075,53021,"I(MNM)-252",1374,1504,1284,112,82911,"TEMP1248"
6083,9888,"TEMP236",1694,1974,1444,112,82919,"TEMP1250"
6083,9889,"TEMP237",1614,1874,1384,112,82919,"TEMP1250"
6136,53027,"Beta-94609",44154,45094,43214,112,82972,"TEMP1252"
6136,53031,"WIS-413",24194,24754,23844,112,82972,"TEMP1252"
6136,53025,"ISGS-524",19954,20304,19614,112,82972,"TEMP1252"
6136,53030,"Beta-77070",19064,19364,18874,112,82972,"TEMP1252"
6136,53026,"ISGS-525",18994,19964,18234,112,82972,"TEMP1252"
6136,53028,"CAMS-14366",10354,10494,10254,112,82972,"TEMP1252"
6136,53029,"CAMS-12456",10304,10494,10074,112,82972,"TEMP1252"
6137,9908,"A-1827",15814,16314,15334,112,82973,"TEMP1254"
6137,9909,"A-1835",13034,13514,12534,112,82974,"TEMP1254"
6137,9910,"A-2314",12074,12534,11524,112,82975,"TEMP1254"
6137,9911,"A-2012",10714,11214,10254,112,82976,"TEMP1254"
6138,9912,"LJ-4003",17404,17974,16894,112,82977,"TEMP1256"
6138,9913,"LJ-4004",18204,18614,17794,112,82978,"TEMP1256"
6138,9914,"WSU-1930",12754,13054,12294,112,82979,"TEMP1256"
6138,9915,"WSU-1932",14224,14894,13784,112,91879,"TEMP1256"
6138,9919,"A-1796",19684,20334,19094,112,82981,"TEMP1256"
6138,9918,"A-1778",17644,18164,17094,112,82981,"TEMP1256"
6138,9917,"LJ-4005",17604,17814,17414,112,82981,"TEMP1256"
6138,9916,"A-1797",14484,15134,13834,112,82981,"TEMP1256"
6144,9920,"TEMP249",574,664,464,112,82987,"TEMP1258"
6144,9921,"TEMP250",434,544,194,112,82987,"TEMP1258"
6147,9932,"WSU-1424",35800,41100,32100,112,82996,"TEMP1260"
6147,9933,"WSU-1423",25900,27200,24600,112,82996,"TEMP1260"
6148,9934,"TEMP251",33400,49500,27400,112,82997,"TEMP1262"
6149,9935,"WSU-561",3684,5064,2514,112,91880,"TEMP1264"
6149,9936,"WSU-641",8604,9074,8224,112,91881,"TEMP1264"
6149,9937,"WSU-560",9084,9584,8564,112,91882,"TEMP1264"
6149,9939,"WSU-1281",15314,15684,14844,112,83026,"TEMP1264"
6149,9938,"WSU-1259",14344,14984,13834,112,83026,"TEMP1264"
6149,9940,"WSU-1786",12904,13104,12724,112,83026,"TEMP1264"
6150,9941,"TEMP252",8114,8454,7794,112,91884,"TEMP1266"
6150,9942,"TEMP253",8074,8354,7764,112,91884,"TEMP1266"
6150,9943,"TEMP254",4114,4464,3764,112,91883,"TEMP1266"
6159,9945,"M-742",804,1154,554,112,83042,"TEMP1268"
6160,9944,"M-1372",584,674,444,112,83043,"TEMP1270"
6167,9946,"Beta-6605",844,914,754,112,83050,"TEMP1272"
6168,9948,"WSU-759",7774,9154,6664,112,83051,"TEMP1274"
6170,9949,"WSU-1676",8014,8284,7784,112,83055,"TEMP1276"
6170,9950,"WSU-1675",8084,8214,7954,112,83057,"TEMP1276"
6171,9951,"DCI-1396",574,644,524,112,83058,"TEMP1278"
6171,9952,"DCI-1395",314,434,154,112,83058,"TEMP1278"
6175,9954,"DIC-2202",1994,2664,1444,112,83068,"TEMP1280"
6175,9955,"DIC-2355",1334,1474,1194,112,83068,"TEMP1280"
6175,9956,"DIC-2356",154,284,14,112,83068,"TEMP1280"
6176,9957,"GX-2131",1184,1304,1014,112,91885,"TEMP1282"
6181,9960,"RL-60",884,1104,724,112,83075,"TEMP1284"
6191,9969,"UCLA-220",2414,2694,2134,112,83087,"TEMP1286"
6191,9971,"UCLA-130",3564,3814,3394,112,83091,"TEMP1286"
6191,9970,"UCLA-219",3174,3384,2934,112,83091,"TEMP1286"
6191,9972,"I-453",7784,8124,7494,112,83102,"TEMP1286"
6191,9973,"WSU-760",12054,14044,10304,112,83103,"TEMP1286"
6191,9974,"I-454",854,964,734,112,83105,"TEMP1286"
6192,9975,"UCLA-217",414,514,294,112,83114,"TEMP1288"
6192,9976,"UCLA-160",1464,1624,1344,112,91889,"TEMP1288"
6192,9977,"UCLA-218",3084,3344,2834,112,91990,"TEMP1288"
6192,9978,"WSU-502",4494,5544,3514,112,83120,"TEMP1288"
6192,9981,"UCLA-161",6664,6914,6434,112,83122,"TEMP1288"
6192,9980,"UCLA-162",6474,6694,6294,112,83122,"TEMP1288"
6192,9979,"I-452",5234,5574,4874,112,83122,"TEMP1288"
6193,9982,"Beta-18449",12714,12874,12514,112,83131,"TEMP1290"
6194,9984,"RL-623",1074,1254,964,112,83132,"TEMP1292"
6194,9988,"RL-624",1074,1244,964,112,83132,"TEMP1292"
6194,9983,"RL-626",1044,1194,944,112,83132,"TEMP1292"
6194,9989,"RL-625",1024,1174,904,112,83132,"TEMP1292"
6194,9986,"RL-620",1014,1154,864,112,83132,"TEMP1292"
6194,9987,"RL-621",974,1114,804,112,83132,"TEMP1292"
6194,9985,"RL-622",964,1094,804,112,83132,"TEMP1292"
6196,9990,"WSU",8814,9394,8294,112,91991,"TEMP1294"
6197,9991,"TX-Bio-Nuc",5394,5554,5134,112,83145,"TEMP1296"
6197,9992,"TX-Bio-Nuc",8154,8374,7954,112,83147,"TEMP1296"
6198,9993,"RL-131",3254,3514,2974,112,91992,"TEMP1298"
6198,9994,"RL-171",1394,1564,1254,112,83148,"TEMP1298"
6206,10003,"Beta-21205",3034,3644,2514,112,83166,"TEMP1300"
6206,10002,"Beta-21204",2574,2734,2384,112,83166,"TEMP1300"
6206,10001,"Beta-21968",2484,2694,2324,112,83166,"TEMP1300"
6206,10004,"Beta-21206",2324,2664,2094,112,83166,"TEMP1300"
6206,10000,"Beta-21967",2094,2294,1964,112,83166,"TEMP1300"
6206,9999,"Beta-21201",2014,2284,1794,112,83166,"TEMP1300"
6206,9998,"Beta-10885",1194,1564,844,112,83166,"TEMP1300"
6206,9997,"Beta-10479",654,844,554,112,83166,"TEMP1300"
6207,10005,"GX-14139",10834,12344,9664,112,83167,"TEMP1302"
6207,10006,"GX-14138",8934,10014,8094,112,83167,"TEMP1302"
6207,10007,"B-19612",6514,7074,6014,112,83167,"TEMP1302"
6212,10009,"Beta-6731",724,824,684,112,83172,"TEMP1304"
6213,10010,"I-4484",6364,6604,6084,112,83173,"TEMP1306"
6213,10011,"I-3362",5354,5574,5014,112,83173,"TEMP1306"
6213,10012,"I-3363",4764,5194,4494,112,83173,"TEMP1306"
6213,10013,"I-3361",3984,4264,3724,112,83174,"TEMP1306"
6213,10014,"I-3364",2104,2324,1864,112,83174,"TEMP1306"
6213,10015,"I-3358",1204,1334,1014,112,83175,"TEMP1306"
6213,10016,"I-3359",684,884,564,112,83175,"TEMP1306"
6218,10018,"Beta-8787",764,894,694,112,83182,"TEMP1308"
6218,10020,"Beta-10641",744,894,674,112,83182,"TEMP1308"
6218,10021,"Beta-10642",654,754,544,112,83182,"TEMP1308"
6218,10019,"Beta-9232",644,714,554,112,83182,"TEMP1308"
6220,10027,"GX-2405",754,894,694,112,83185,"TEMP1310"
6220,10028,"GX-2407",744,874,684,112,83185,"TEMP1310"
6220,10025,"GX-1550",734,874,684,112,83185,"TEMP1310"
6220,10029,"GX-2404",734,854,674,112,83185,"TEMP1310"
6220,10030,"GX-2406",714,814,644,112,83185,"TEMP1310"
6220,10031,"GX-2403",664,754,564,112,83185,"TEMP1310"
6221,10032,"SI-3430",854,964,754,112,83186,"TEMP1312"
6222,10033,"SI-3429",3174,3404,2914,112,83187,"TEMP1314"
6223,10034,"I-9795",784,914,684,112,83189,"TEMP1316"
6226,53041,"UM-1454",4074,4234,3934,112,83201,"TEMP1318"
6226,53042,"UM-1456",2494,2694,2364,112,83201,"TEMP1318"
6226,53037,"UM-619",2354,2664,2164,112,83201,"TEMP1318"
6226,53038,"UM-620",2244,2474,2054,112,83201,"TEMP1318"
6226,53035,"UM-617",1624,1784,1454,112,83201,"TEMP1318"
6226,53040,"UM-1457",1594,1694,1484,112,83201,"TEMP1318"
6226,53032,"UM-42",1394,1564,1254,112,83201,"TEMP1318"
6226,53036,"UM-618",1274,1384,1114,112,83201,"TEMP1318"
6226,53043,"UM-1458",1214,1294,1084,112,83201,"TEMP1318"
6226,53039,"UM-1455",1184,1274,1074,112,83201,"TEMP1318"
6226,53034,"UM-41",1104,1294,864,112,83201,"TEMP1318"
6226,53033,"UM-43",1064,1254,904,112,83201,"TEMP1318"
6226,53044,"UM-1549",944,1054,814,112,83201,"TEMP1318"
6234,53045,"M-1268",6124,6434,5874,112,83214,"TEMP1320"
6234,53046,"M-1265",6074,6354,5774,112,83214,"TEMP1320"
6234,53047,"M-1279",5964,6254,5604,112,83214,"TEMP1320"
6236,10035,"UM-2602",314,434,184,112,83216,"TEMP1322"
6236,10036,"UM-2604",384,444,274,112,83216,"TEMP1322"
6236,10037,"UM-2605",394,494,314,112,83216,"TEMP1322"
6236,10038,"TEMP255",404,504,294,26,83216,"TEMP1322"
6236,10039,"TEMP256",394,494,294,26,83216,"TEMP1322"
6236,10040,"TEMP257",394,484,284,26,83216,"TEMP1322"
6236,10041,"Beta-2518",604,654,524,112,83217,"TEMP1322"
6236,10042,"Beta-2519",704,814,584,112,83217,"TEMP1322"
6236,10043,"Dicarb1993",674,734,574,112,83217,"TEMP1322"
6236,10044,"Dicarb1991",674,724,574,112,83217,"TEMP1322"
6236,10045,"Dicarb2011",644,854,534,112,83217,"TEMP1322"
6236,10046,"UM-2606",784,904,704,112,83217,"TEMP1322"
6236,10047,"UM-2607",774,904,694,112,83217,"TEMP1322"
6236,10048,"UM-2608",934,1044,804,112,83217,"TEMP1322"
6236,10049,"UM-2609",1024,1164,954,112,83217,"TEMP1322"
6236,10050,"UM-2610",1054,1234,944,112,83217,"TEMP1322"
6236,10051,"UM-2611",934,1034,814,112,83217,"TEMP1322"
6236,10067,"TEMP261",2094,2304,1884,112,83217,"TEMP1322"
6236,10070,"TEMP264",1964,2104,1834,112,83217,"TEMP1322"
6236,10071,"TEMP265",2044,2274,1914,112,83217,"TEMP1322"
6236,10052,"TEMP267",1314,1654,974,26,83217,"TEMP1322"
6236,10053,"TEMP268",1264,1584,944,26,83217,"TEMP1322"
6236,10054,"TEMP269",1204,1504,904,26,83217,"TEMP1322"
6236,10055,"TEMP270",2034,2344,1704,26,83217,"TEMP1322"
6236,10056,"TEMP271",1994,2294,1674,26,83217,"TEMP1322"
6236,10057,"TEMP272",1924,2044,1804,26,83217,"TEMP1322"
6236,10058,"TEMP273",2364,2674,2084,26,83217,"TEMP1322"
6236,10059,"TEMP274",2354,2644,2064,26,83217,"TEMP1322"
6236,10060,"TEMP275",2334,2614,2054,26,83217,"TEMP1322"
6236,10061,"TEMP276",1854,2124,1584,26,83217,"TEMP1322"
6236,10062,"TEMP277",1754,2004,1504,26,83217,"TEMP1322"
6236,10063,"TEMP278",1704,1944,1464,26,83217,"TEMP1322"
6245,10073,"Beta-8360",12444,12694,12014,112,83226,"TEMP1324"
6245,53048,"UCIAMS-163506",4734,4824,4644,112,83228,"TEMP1324"
6245,53140,"Beta-011558",4674,4824,4504,112,83228,"TEMP1324"
6245,10074,"Beta",3704,3854,3534,112,83228,"TEMP1324"
6245,53146,"Beta-011559",3654,3844,3484,112,83228,"TEMP1324"
6245,53057,"UGAMS-41970",3294,3354,3214,112,83228,"TEMP1324"
6245,53056,"UGAMS-41969",3244,3334,3174,112,83228,"TEMP1324"
6245,53074,"UCIAMS-149020",9084,9244,9024,112,83229,"TEMP1324"
6245,53073,"UCIAMS-149019",8884,8994,8734,112,83229,"TEMP1324"
6245,10075,"Beta",4594,4804,4444,112,83229,"TEMP1324"
6245,10077,"TEMP280",11784,12164,11414,112,83230,"TEMP1324"
6245,53145,"Beta-058857",11484,11744,11284,112,83230,"TEMP1324"
6245,10076,"TEMP279",11494,11814,11254,112,83230,"TEMP1324"
6245,10078,"Beta",11104,11394,10774,112,83230,"TEMP1324"
6245,53172,"Beta-011905",11034,11344,10724,112,83230,"TEMP1324"
6245,53055,"UCIAMS-176668",10934,11094,10784,112,83230,"TEMP1324"
6245,53157,"Beta-015089",10754,11094,10504,112,83230,"TEMP1324"
6245,10079,"Beta",10724,11074,10474,112,83230,"TEMP1324"
6245,53050,"UCIAMS-176666",10464,10554,10374,112,83230,"TEMP1324"
6245,53071,"UCIAMS-149024",10384,10494,10284,112,83230,"TEMP1324"
6245,53070,"UCIAMS-149023",10364,10484,10274,112,83230,"TEMP1324"
6245,53081,"UCIAMS-143530",10364,10484,10264,112,83230,"TEMP1324"
6245,53080,"UCIAMS-143529",10354,10484,10264,112,83230,"TEMP1324"
6245,53107,"UCIAMS-143533",10134,10204,9944,112,83230,"TEMP1324"
6245,53083,"UCIAMS-149022",10044,10174,9924,112,83230,"TEMP1324"
6245,53052,"UCIAMS-176669",9904,10114,9774,112,83230,"TEMP1324"
6245,53053,"UCIAMS-153342",9894,10114,9754,112,83230,"TEMP1324"
6245,53051,"UCIAMS-176667",9704,9874,9584,112,83230,"TEMP1324"
6245,53049,"UCIAMS163505",8524,8584,8454,112,83230,"TEMP1324"
6245,10080,"Beta-15088",14284,14784,14074,112,83231,"TEMP1324"
6245,10083,"Beta",14174,14724,13934,112,83231,"TEMP1324"
6245,10082,"Beta",13654,13804,13504,112,83231,"TEMP1324"
6245,10084,"Beta-15090",13644,13784,13494,112,83231,"TEMP1324"
6245,10081,"Beta",12644,12724,12504,112,83231,"TEMP1324"
6245,53175,"Beta-021751",22084,22424,21464,112,91993,"TEMP1324"
6245,10086,"Beta",22074,22414,21464,112,91993,"TEMP1324"
6245,53165,"Beta-116503",18704,18864,18344,112,91993,"TEMP1324"
6245,53167,"Beta-116506",18484,18744,18294,112,91993,"TEMP1324"
6245,53171,"Beta-116507",18474,18674,18234,112,91993,"TEMP1324"
6245,53174,"Beta-116502",18154,18604,17634,112,91993,"TEMP1324"
6245,53160,"AA-007455",17864,18154,17484,112,91993,"TEMP1324"
6245,53164,"Beta-116501",17794,18124,17454,112,91993,"TEMP1324"
6245,53122,"UCIAMS-141953",17694,17884,17484,112,91993,"TEMP1324"
6245,53159,"Beta-116505",17474,17814,17154,112,91993,"TEMP1324"
6245,53166,"Beta-116504",17274,17694,17054,112,91993,"TEMP1324"
6245,53127,"UCIAMS-141960",16974,17064,16774,112,91993,"TEMP1324"
6245,53094,"UCIAMS-141950",16804,16954,16634,112,91993,"TEMP1324"
6245,53173,"Beta-116498",16754,17234,16294,112,91993,"TEMP1324"
6245,53155,"Beta-129551",16724,16984,16424,112,91993,"TEMP1324"
6245,53125,"UCIAMS-149044",16454,16594,16334,112,91993,"TEMP1324"
6245,53096,"UCIAMS-141955",16404,16534,16294,112,91993,"TEMP1324"
6245,53121,"UCIAMS-141947",16194,16314,16054,112,91993,"TEMP1324"
6245,53134,"Beta-118908",15734,15894,15604,112,91993,"TEMP1324"
6245,53123,"UCIAMS-141961",15684,15804,15554,112,91993,"TEMP1324"
6245,53075,"UCIAMS-127305",15604,15714,15444,112,91993,"TEMP1324"
6245,53095,"UCIAMS-141954",15584,15704,15404,112,91993,"TEMP1324"
6245,53143,"Beta-118586",15474,15664,15294,112,91993,"TEMP1324"
6245,53098,"UCIAMS-141959",15044,15144,14934,112,91993,"TEMP1324"
6245,53151,"AA-008759",14894,15184,14384,112,91993,"TEMP1324"
6245,53109,"UCIAMS-143537",14954,15084,14624,112,91993,"TEMP1324"
6245,53097,"UCIAMS-141958",14704,14964,14484,112,91993,"TEMP1324"
6245,53064,"UCIAMS-127303",14704,14964,14504,112,91993,"TEMP1324"
6245,53153,"Beta-116493",14664,15054,14274,112,91993,"TEMP1324"
6245,53114,"UCIAMS-149042",14644,14934,14374,112,91993,"TEMP1324"
6245,53154,"Beta-116499",14634,15024,14244,112,91993,"TEMP1324"
6245,53079,"UCIAMS-141942",14584,14874,14354,112,91993,"TEMP1324"
6245,53077,"UCIAMS-141938",14584,14874,14354,112,91993,"TEMP1324"
6245,53110,"UCIAMS-143538",14564,14864,14334,112,91993,"TEMP1324"
6245,53104,"UCIAMS-141939",14564,14864,14334,112,91993,"TEMP1324"
6245,53066,"UCIAMS-141948",14554,14854,14344,112,91993,"TEMP1324"
6245,53065,"UCIAMS-141940",14554,14854,14344,112,91993,"TEMP1324"
6245,53059,"UCIAMS-127302",14544,14844,14334,112,91993,"TEMP1324"
6245,53170,"Beta-116500",14584,15034,14154,112,91993,"TEMP1324"
6245,53082,"UCIAMS-143535",14534,14834,14334,112,91993,"TEMP1324"
6245,53069,"UCIAMS-141957",14534,14834,14334,112,91993,"TEMP1324"
6245,53058,"UCIAMS-127304",14534,14834,14334,112,91993,"TEMP1324"
6245,53068,"UCIAMS-141951",14514,14834,14324,112,91993,"TEMP1324"
6245,53105,"UCIAMS-143531",14514,14834,14314,112,91993,"TEMP1324"
6245,53092,"UCIAMS-141944",14514,14834,14314,112,91993,"TEMP1324"
6245,53067,"UCIAMS-141943",14504,14824,14314,112,91993,"TEMP1324"
6245,53158,"Beta-116497",14544,14964,14164,112,91993,"TEMP1324"
6245,53135,"Beta-093653",14514,14864,14234,112,91993,"TEMP1324"
6245,53093,"UCIAMS-141945",14494,14824,14294,112,91993,"TEMP1324"
6245,53085,"UCIAMS-141946",14494,14824,14294,112,91993,"TEMP1324"
6245,53072,"UCIAMS-141956",14474,14814,14294,112,91993,"TEMP1324"
6245,53128,"Beta-112236",14494,14834,14234,112,91993,"TEMP1324"
6245,53152,"AA-008760",14514,14924,14154,112,91993,"TEMP1324"
6245,53120,"UCIAMS-149038",14474,14814,14244,112,91993,"TEMP1324"
6245,53090,"UCIAMS-141952",14464,14814,14264,112,91993,"TEMP1324"
6245,53089,"UCIAMS-141949",14464,14814,14264,112,91993,"TEMP1324"
6245,53086,"UCIAMS-141937",14454,14804,14244,112,91993,"TEMP1324"
6245,53106,"UCIAMS-143532",14444,14804,14234,112,91993,"TEMP1324"
6245,53147,"AA-011048",14484,14894,14154,112,91993,"TEMP1324"
6245,53060,"UCIAMS-141930",14434,14804,14234,112,91993,"TEMP1324"
6245,53078,"UCIAMS-141941",14424,14794,14224,112,91993,"TEMP1324"
6245,53063,"UCIAMS-141934",14424,14794,14224,112,91993,"TEMP1324"
6245,53108,"UCIAMS-143536",14414,14794,14214,112,91993,"TEMP1324"
6245,53116,"UCIAMS-149043",14324,14784,14164,112,91993,"TEMP1324"
6245,53102,"UCIAMS-141928",14324,14784,14174,112,91993,"TEMP1324"
6245,10087,"Beta-15090",14434,14904,14094,112,91993,"TEMP1324"
6245,53129,"Beta-116280",14274,14784,14124,112,91993,"TEMP1324"
6245,53061,"UCIAMS-141932",14244,14774,14144,112,91993,"TEMP1324"
6245,53161,"Beta-015088",14364,14854,14064,112,91993,"TEMP1324"
6245,53091,"UCIAMS-141933",14224,14764,14114,112,91993,"TEMP1324"
6245,53138,"Beta-116282",14254,14774,14104,112,91993,"TEMP1324"
6245,53130,"Beta-116494",14234,14774,14104,112,91993,"TEMP1324"
6245,53062,"UCIAMS-141931",14184,14724,14104,112,91993,"TEMP1324"
6245,53076,"UCIAMS-141929",14184,14364,14104,112,91993,"TEMP1324"
6245,53137,"Beta-116281",14204,14764,14084,112,91993,"TEMP1324"
6245,53113,"UCIAMS-153343",14174,14334,14094,112,91993,"TEMP1324"
6245,53103,"UCIAMS-141935",14154,14314,14084,112,91993,"TEMP1324"
6245,53118,"UCIAMS-149035",14144,14304,14074,112,91993,"TEMP1324"
6245,53124,"UCIAMS-149032",14134,14304,14074,112,91993,"TEMP1324"
6245,53168,"Beta-015090",14174,14784,13854,112,91993,"TEMP1324"
6245,53119,"UCIAMS-149036",14084,14174,13984,112,91993,"TEMP1324"
6245,53131,"Beta-116495",14064,14174,13884,112,91993,"TEMP1324"
6245,10085,"Beta",14024,14574,13804,112,91993,"TEMP1324"
6245,53136,"Beta-093654",13924,14044,13804,112,91993,"TEMP1324"
6245,53115,"UCIAMS-149034",13754,13964,13624,112,91993,"TEMP1324"
6245,53087,"UCIAMS-149031",13714,13794,13624,112,91993,"TEMP1324"
6245,53088,"UCIAMS-149033",13684,13764,13554,112,91993,"TEMP1324"
6245,53133,"Beta-118907",13664,13764,13524,112,91993,"TEMP1324"
6245,53148,"Beta-129550",13594,13764,13454,112,91993,"TEMP1324"
6245,53142,"Beta-116496",13494,13604,13364,112,91993,"TEMP1324"
6245,53132,"Beta-118906",13344,13444,13234,112,91993,"TEMP1324"
6245,53150,"Beta-129554",13204,13334,13104,112,91993,"TEMP1324"
6245,53149,"Beta-129553",13154,13294,12984,112,91993,"TEMP1324"
6245,53054,"UCIAMS-176663",13144,13174,13114,112,91993,"TEMP1324"
6245,53117,"UCIAMS-149029",13044,13104,12934,112,91993,"TEMP1324"
6245,53101,"UCIAMS-149030",13024,13094,12924,112,91993,"TEMP1324"
6245,53099,"UCIAMS-143534",13004,13084,12904,112,91993,"TEMP1324"
6245,53112,"UCIAMS-149028",12954,13064,12854,112,91993,"TEMP1324"
6245,53126,"UCIAMS-149782",12914,13054,12814,112,91993,"TEMP1324"
6245,53156,"Beta-129552",12904,13074,12764,112,91993,"TEMP1324"
6245,53144,"Beta-023753",12634,12714,12494,112,91993,"TEMP1324"
6245,53111,"UCIAMS-149027",12644,12694,12504,112,91993,"TEMP1324"
6245,53162,"Beta-021752",12214,12584,11844,112,91993,"TEMP1324"
6245,53163,"Beta-103889",12114,12524,11684,112,91993,"TEMP1324"
6245,53169,"Beta-021750",11554,11924,11274,112,91993,"TEMP1324"
6245,53100,"UCIAMS-149026",11474,11674,11314,112,91993,"TEMP1324"
6245,53141,"Beta-103888",11414,11694,11264,112,91993,"TEMP1324"
6245,53139,"Beta-058858",11364,11624,11254,112,91993,"TEMP1324"
6245,53084,"UCIAMS-149025",10464,10554,10334,112,91993,"TEMP1324"
6246,10088,"FSU-332",1534,1684,1424,112,83232,"TEMP1326"
6250,53176,"M-1014",3594,4054,3174,112,83238,"TEMP1328"
6266,10097,"UGa-1134",2204,2334,2044,112,83254,"TEMP1330"
6266,10096,"UGa-1133",1164,1284,1004,112,83254,"TEMP1330"
6271,10098,"FSU-190",3064,3274,2884,112,83262,"TEMP1332"
6275,10108,"TEMP281",4404,4714,4154,112,83267,"TEMP1334"
6275,10109,"TEMP282",1894,2094,1734,112,83267,"TEMP1334"
6277,53180,"UM-1152",2384,2804,1914,112,83269,"TEMP1336"
6277,53179,"UM-1154",1114,1294,924,112,83269,"TEMP1336"
6277,53178,"UM-1153",1024,1234,824,112,83269,"TEMP1336"
6289,10111,"Beta-16750",11154,11534,10794,112,83281,"TEMP1338"
6298,10115,"W-1153",10924,11934,10314,112,83293,"TEMP1340"
6298,10114,"W-1212",10724,11574,10024,112,83293,"TEMP1340"
6298,10113,"W-1245",10644,11424,9904,112,83293,"TEMP1340"
6298,10112,"W-1241",10164,11024,9154,112,83293,"TEMP1340"
6302,53260,"UGAMS-29179",37164,37464,36904,112,83298,"TEMP1342"
6302,53259,"UGAMS-25408",34274,34444,34074,112,83298,"TEMP1342"
6302,53258,"UGAMS-29177",33914,34164,33634,112,83298,"TEMP1342"
6302,53253,"UGAMS-29180",31404,31624,31234,112,83298,"TEMP1342"
6302,53255,"UGAMS-25407",31114,31184,31034,112,83298,"TEMP1342"
6302,53254,"UGAMS-29197",30264,30594,30124,112,83298,"TEMP1342"
6302,53249,"UGAMS-29178",29004,29134,28834,112,83298,"TEMP1342"
6302,53224,"UGAMS-A22341",26134,26314,25974,112,83298,"TEMP1342"
6302,53250,"Beta-378229",26074,26314,25934,112,83298,"TEMP1342"
6302,53242,"UGAMS-28605",25864,25954,25784,112,83298,"TEMP1342"
6302,53245,"UGAMS-29195",24544,24764,24304,112,83298,"TEMP1342"
6302,53243,"UGAMS-25399",23984,24164,23864,112,83298,"TEMP1342"
6302,53251,"Beta-383037",23894,24114,23804,112,83298,"TEMP1342"
6302,53246,"UGAMS-29196",23844,23954,23784,112,83298,"TEMP1342"
6302,53252,"Beta-383038",23814,23924,23514,112,83298,"TEMP1342"
6302,53237,"UGAMS-29181",23074,23204,22984,112,83298,"TEMP1342"
6302,53236,"UGAMS-29173",22914,22994,22654,112,83298,"TEMP1342"
6302,53244,"UGAMS-25405",22774,22934,22574,112,83298,"TEMP1342"
6302,53234,"UGAMS-29169",22574,22844,22444,112,83298,"TEMP1342"
6302,53235,"UGAMS-29170",21344,21614,21114,112,83298,"TEMP1342"
6302,53232,"UGAMS-29175",21304,21434,21094,112,83298,"TEMP1342"
6302,53257,"Beta-357935",21274,21644,21034,112,83298,"TEMP1342"
6302,53233,"UGAMS-29176",20874,20954,20774,112,83298,"TEMP1342"
6302,53248,"UGAMS-A22337",20434,20524,20314,112,83298,"TEMP1342"
6302,53240,"UGAMS-A22336",19304,19444,19164,112,83298,"TEMP1342"
6302,53225,"UGAMS-25404",19064,19164,18964,112,83298,"TEMP1342"
6302,53239,"UGAMS-A22338",18094,18204,17924,112,83298,"TEMP1342"
6302,53221,"UGAMS-25403",16644,16824,16494,112,83298,"TEMP1342"
6302,53238,"UGAMS-29642",16064,16214,15904,112,83298,"TEMP1342"
6302,53222,"UGAMS-25406",16004,16134,15864,112,83298,"TEMP1342"
6302,53220,"UGAMS-25402",15914,16034,15784,112,83298,"TEMP1342"
6302,53247,"UGAMS-29634",15554,15704,15364,112,83298,"TEMP1342"
6302,53264,"B-11675",14024,14184,13834,112,83298,"TEMP1342"
6302,53231,"Beta-395402",14024,14084,13864,112,83298,"TEMP1342"
6302,53262,"UGAMS-29654",14004,14874,13504,112,83298,"TEMP1342"
6302,53217,"UGAMS-29202",13684,13764,13604,112,83298,"TEMP1342"
6302,53216,"UGAMS-29201",13554,13604,13504,112,83298,"TEMP1342"
