"collectionunitid","geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger","chroncontroltypeid","analysisunitid","TEMP_chronid"
6546,53386,"M-2143",2564,2854,2264,112,83586,"TEMP1439"
6546,53385,"ISGS-175",874,1044,754,112,83586,"TEMP1439"
6547,53388,"WIS-913",1324,1394,1214,112,83587,"TEMP1441"
6547,53390,"WIS-916",1214,1304,1074,112,83587,"TEMP1441"
6547,53389,"WIS-915",1214,1294,1084,112,83587,"TEMP1441"
6547,53391,"WIS-924",924,1064,794,112,83587,"TEMP1441"
6564,53396,"M-1691",1444,1684,1274,112,83604,"TEMP1443"
6564,53395,"M-1687",764,924,594,112,83604,"TEMP1443"
6564,53394,"M-1690",544,654,354,112,83604,"TEMP1443"
6564,53393,"M-1689",204,434,14,112,83604,"TEMP1443"
6577,53400,"TEMP367",1814,2034,1624,112,83617,"TEMP1445"
6577,53399,"M-1703",1644,1894,1414,112,83617,"TEMP1445"
6577,53398,"M-1703A",1224,1404,1004,112,83617,"TEMP1445"
6577,53397,"M-1702",834,1034,684,112,83617,"TEMP1445"
6584,53401,"M-1711",764,914,654,112,83624,"TEMP1447"
6584,53402,"M-1711A",744,904,594,112,83624,"TEMP1447"
6611,10256,"M-916",434,644,94,112,83651,"TEMP1449"
6612,10257,"M-583",654,944,484,112,83652,"TEMP1451"
6612,10259,"M-584",534,714,314,112,83652,"TEMP1451"
6612,10258,"M-789",534,714,314,112,83652,"TEMP1451"
6612,10261,"M-788",474,634,224,112,83652,"TEMP1451"
6612,10260,"M-787",484,654,204,112,83652,"TEMP1451"
6613,10262,"TX-4090",1074,1224,944,112,83653,"TEMP1453"
6613,10263,"Beta-15642",1054,1164,974,112,83653,"TEMP1453"
6613,10265,"Beta-14059",604,714,514,112,83653,"TEMP1453"
6613,10266,"Beta-17798",594,644,534,112,83653,"TEMP1453"
6613,10267,"Beta-17799",1044,1164,964,112,83653,"TEMP1453"
6613,10268,"Beta-17801",854,924,774,112,83653,"TEMP1453"
6613,10269,"Alpha-2362",564,694,444,26,83653,"TEMP1453"
6613,10270,"Alpha-2363",574,724,454,26,83653,"TEMP1453"
6613,10271,"Alpha-2364",784,1034,564,26,83653,"TEMP1453"
6613,10272,"Alpha-2365",574,704,454,26,83653,"TEMP1453"
6613,10273,"Alpha-2366",704,874,554,26,83653,"TEMP1453"
6613,10274,"WU-TL-91a1",1140,1290,980,26,83653,"TEMP1453"
6613,10275,"WU-TL-91a2",1180,1330,1030,26,83653,"TEMP1453"
6613,10276,"WU-TL-91b2",1070,1220,910,26,83653,"TEMP1453"
6613,10277,"WU-TL-101n",1094,1254,904,26,83653,"TEMP1453"
6614,10278,"Beta-10759",1104,1244,984,112,83654,"TEMP1455"
6614,10279,"Beta-17760",1034,1154,954,112,83654,"TEMP1455"
6614,10280,"Beta-7503",1164,1314,1014,112,83654,"TEMP1455"
6614,10281,"Beta-7504",884,954,784,112,83654,"TEMP1455"
6614,10282,"Beta-7505",1054,1174,964,112,83654,"TEMP1455"
6614,10283,"Beta-7506",954,1114,814,112,83654,"TEMP1455"
6614,10284,"Beta-7507",874,944,774,112,83654,"TEMP1455"
6614,10285,"Alpha-881",870,1000,740,26,83654,"TEMP1455"
6614,10286,"Alpha-882",1096,1276,916,26,83654,"TEMP1455"
6615,10296,"Beta-14068",804,904,714,112,83655,"TEMP1457"
6615,10290,"Beta-3334",814,884,754,112,83655,"TEMP1457"
6615,10299,"Beta-14071",744,804,694,112,83655,"TEMP1457"
6615,10298,"Beta-14070",724,784,684,112,83655,"TEMP1457"
6615,10293,"Beta-3337",674,714,654,112,83655,"TEMP1457"
6615,10291,"Beta-3335",664,684,574,112,83655,"TEMP1457"
6615,10297,"Beta-14069",634,674,564,112,83655,"TEMP1457"
6615,10294,"Beta-8320",624,674,564,112,83655,"TEMP1457"
6615,10300,"Beta-14072",614,664,564,112,83655,"TEMP1457"
6615,10295,"Beta-14067",604,654,554,112,83655,"TEMP1457"
6615,10289,"Beta-3333",604,634,544,112,83655,"TEMP1457"
6615,10288,"Beta-3332",554,624,524,112,83655,"TEMP1457"
6615,10292,"Beta-3336",544,624,524,112,83655,"TEMP1457"
6615,10287,"Beta-2851",544,644,494,112,83655,"TEMP1457"
6631,10302,"SMU-2338",12704,12814,12524,112,83675,"TEMP1459"
6632,10304,"Beta-32002",12204,12604,11714,112,83676,"TEMP1461"
6633,10303,"SMU-2194",12874,13054,12764,112,83677,"TEMP1463"
6645,28373,"NZA-32590",24754,25014,24394,112,83689,"TEMP1465"
6647,53404,"ISGS-334",16214,16874,15614,112,83691,"TEMP1467"
6655,10307,"M-1158",674,764,564,112,83704,"TEMP1469"
6655,10306,"M-1156",604,674,534,112,83704,"TEMP1469"
6655,10308,"M-1157",464,544,324,112,83704,"TEMP1469"
6669,53409,"Tx-1544",1064,1174,964,112,83719,"TEMP1471"
6669,53405,"Tx-1543",914,964,804,112,83719,"TEMP1471"
6669,53406,"Tx-1545",1004,1084,944,112,83720,"TEMP1471"
6669,53407,"Tx-1546",874,934,794,112,83720,"TEMP1471"
6669,53410,"Tx-1548",754,894,684,112,83718,"TEMP1471"
6669,53408,"Tx-1542",694,744,634,112,83718,"TEMP1471"
6679,53411,"M-1930",674,874,554,112,83735,"TEMP1473"
6679,53412,"M-1929",2804,3144,2434,112,83733,"TEMP1473"
6679,53413,"Gx-749",3294,3454,3094,112,83732,"TEMP1473"
6681,10315,"WIS-64",604,694,564,112,83737,"TEMP1475"
6681,10316,"WIS-82",604,654,544,112,83737,"TEMP1475"
6681,10317,"WIS-81",604,654,544,112,83737,"TEMP1475"
6681,10318,"WIS-78",604,654,544,112,83737,"TEMP1475"
6681,10319,"WIS-75",604,654,534,112,83737,"TEMP1475"
6681,10320,"WIS-65",604,644,524,112,83737,"TEMP1475"
6682,10321,"WIS-167",494,604,344,112,83738,"TEMP1477"
6682,10322,"WIS-172",404,484,304,112,83738,"TEMP1477"
6682,10323,"WIS-266",404,484,304,112,83738,"TEMP1477"
6684,10326,"M-2213",1174,1384,954,112,83740,"TEMP1479"
6684,10325,"Gak-1308",724,894,584,112,83740,"TEMP1479"
6689,10329,"Dic-1522",704,874,574,112,83745,"TEMP1481"
6689,10330,"Dic-1526",674,884,544,112,83745,"TEMP1481"
6689,10331,"Dic-1523",214,424,24,112,83745,"TEMP1481"
6697,10339,"I-10153",21000,24800,18400,112,83753,"TEMP1483"
6700,10342,"Geochron",8364,8754,8054,112,83756,"TEMP1485"
6705,10343,"CWR-169",2994,3254,2794,112,83770,"TEMP1487"
6707,10344,"M-2087",804,974,674,112,83772,"TEMP1489"
6709,10345,"N-1727",374,494,64,112,83774,"TEMP1491"
6711,10347,"M-1428",1714,1944,1534,112,83776,"TEMP1493"
6711,10346,"M-1427",1664,1854,1454,112,83776,"TEMP1493"
6727,10350,"M-2233",804,944,694,112,83792,"TEMP1495"
6727,10349,"M-2232",764,914,654,112,83792,"TEMP1495"
6776,10370,"Beta-9084",14304,14804,14064,112,83841,"TEMP1497"
6776,10368,"TEMP306",14134,14774,13774,112,83841,"TEMP1497"
6776,10369,"TEMP307",13854,14044,13614,112,83841,"TEMP1497"
6776,10367,"Beta-14266",13644,13864,13464,112,83841,"TEMP1497"
6776,10365,"Beta-10303",12914,13094,12754,112,83841,"TEMP1497"
6776,10366,"Beta-10302",11044,11244,10734,112,83841,"TEMP1497"
6800,10379,"WIS-61",544,634,394,112,83865,"TEMP1499"
6800,10380,"WIS-79",414,494,304,112,83865,"TEMP1499"
6803,53414,"P-2776",1594,1694,1544,112,83868,"TEMP1501"
6803,53415,"P-2777",1114,1234,1004,112,83868,"TEMP1501"
6805,10381,"WIS-194",734,894,684,112,83870,"TEMP1503"
6811,10382,"WIS-197",1154,1274,1064,112,83877,"TEMP1505"
6811,10384,"WIS-202",1054,1174,964,112,83877,"TEMP1505"
6811,10383,"WIS-200",1044,1164,964,112,83877,"TEMP1505"
6811,10391,"WIS-192",1024,1154,944,112,83877,"TEMP1505"
6811,10387,"WIS-242",924,1054,794,112,83877,"TEMP1505"
6811,10385,"WIS-226",854,954,754,112,83877,"TEMP1505"
6811,10389,"WIS-168",754,904,684,112,83877,"TEMP1505"
6811,10390,"WIS-187",624,664,544,112,83877,"TEMP1505"
6812,10394,"WIS-233",1074,1224,964,112,83878,"TEMP1507"
6812,10395,"WIS-235",954,1054,834,112,83878,"TEMP1507"
6812,10392,"WIS-230",934,1044,814,112,83878,"TEMP1507"
6812,10396,"WIS-238",914,1044,794,112,83878,"TEMP1507"
6812,10393,"WIS-232",874,944,744,112,83878,"TEMP1507"
6813,10403,"WIS-217",1194,1294,1074,112,83879,"TEMP1509"
6813,10406,"WIS-221",1134,1254,1004,112,83879,"TEMP1509"
6813,10400,"WIS-206",974,1084,844,112,83879,"TEMP1509"
6813,10398,"WIS-203",964,1104,834,112,83879,"TEMP1509"
6813,10397,"WIS-203",934,1044,814,112,83879,"TEMP1509"
6813,10405,"WIS-219",914,1004,804,112,83879,"TEMP1509"
6813,10401,"WIS-207",884,954,784,112,83879,"TEMP1509"
6815,10408,"ISGS-856",1004,1124,934,112,83881,"TEMP1511"
6815,10409,"ISGS-1207",1004,1114,934,112,83881,"TEMP1511"
6815,10410,"ISGS-843",984,1084,864,112,83881,"TEMP1511"
6815,10411,"ISGS-854",1824,1984,1724,112,83882,"TEMP1511"
6815,10412,"ISGS-1094",1774,1914,1664,112,83882,"TEMP1511"
6815,10413,"Beta-4534",1734,1824,1634,112,83882,"TEMP1511"
6815,10414,"Beta-4980",1714,1854,1574,112,83882,"TEMP1511"
6815,10415,"ISGS-1027",1704,1824,1574,112,83882,"TEMP1511"
6815,10416,"ISGS-841",1694,1814,1574,112,83882,"TEMP1511"
6815,10417,"ISGS-958",1664,1744,1534,112,83882,"TEMP1511"
6815,10418,"Beta-4981",1644,1724,1484,112,83882,"TEMP1511"
6816,10419,"ISGS-891",9344,9504,9094,112,83883,"TEMP1513"
6816,10422,"ISGS-936",8434,8564,8354,112,83885,"TEMP1513"
6816,10420,"ISGS-753",8414,8544,8264,112,83885,"TEMP1513"
6816,10421,"ISGS-940",8394,8514,8244,112,83885,"TEMP1513"
6819,53420,"WIS-2163",534,554,514,112,83888,"TEMP1515"
6819,53418,"WIS-2160",524,554,504,112,83888,"TEMP1515"
6819,53421,"WIS-1522",524,554,504,112,83888,"TEMP1515"
6819,53424,"WIS-1525",524,554,504,112,83888,"TEMP1515"
6819,53422,"WIS-1523",524,544,494,112,83888,"TEMP1515"
6819,53419,"WIS-2161",524,544,494,112,83888,"TEMP1515"
6819,53416,"WIS-2162",514,534,484,112,83888,"TEMP1515"
6819,53423,"WIS-1524",514,544,484,112,83888,"TEMP1515"
6819,53417,"WIS-2164",514,534,474,112,83888,"TEMP1515"
6822,53428,"SI-259",1094,1664,704,112,83891,"TEMP1517"
6822,53427,"SI-258",874,1294,584,112,83891,"TEMP1517"
6822,53429,"SI-554",694,744,584,112,83891,"TEMP1517"
6822,53430,"SI-553",674,744,574,112,83891,"TEMP1517"
6822,53425,"SI-44",494,614,344,112,83891,"TEMP1517"
6822,53426,"SI-257",494,734,154,112,83891,"TEMP1517"
6824,10428,"SI-4255",5724,5904,5564,112,83893,"TEMP1519"
6824,10426,"RL-368",4054,4384,3744,112,83893,"TEMP1519"
6824,10427,"SI-4254",3764,3904,3604,112,83893,"TEMP1519"
6824,10429,"SI-4256",2984,3224,2794,112,83893,"TEMP1519"
6824,10430,"RL-369",2384,2694,2094,112,83893,"TEMP1519"
6825,10432,"SI-4251",1694,1904,1504,112,83894,"TEMP1521"
6825,10431,"SI-4250",714,874,594,112,83894,"TEMP1521"
6829,53437,"M-1909",9744,10454,9094,112,83898,"TEMP1523"
6829,53436,"M-1908",7894,8314,7534,112,83898,"TEMP1523"
6829,53434,"M-1906",4894,5314,4474,112,83898,"TEMP1523"
6829,53435,"M-1907",4204,4674,3784,112,83898,"TEMP1523"
6829,53443,"M-2085",3444,3804,3094,112,83898,"TEMP1523"
6829,53442,"M-2083",1824,2134,1554,112,83898,"TEMP1523"
6829,53441,"M-2082",1534,1804,1324,112,83898,"TEMP1523"
6829,53440,"M-2086",524,644,344,112,83898,"TEMP1523"
6829,53432,"M-1904",514,644,334,112,83898,"TEMP1523"
6829,53439,"M-2084",494,634,324,112,83898,"TEMP1523"
6829,53433,"M-1905",394,524,154,112,83898,"TEMP1523"
6829,53431,"M-1903",314,484,24,112,83898,"TEMP1523"
6830,53447,"UM-1432",5714,6094,5354,112,83901,"TEMP1525"
6830,53445,"UM-1433",4814,5154,4564,112,83901,"TEMP1525"
6830,53444,"Beta-4430",3624,3824,3474,112,83901,"TEMP1525"
6830,53446,"UM-1429",2444,2764,2034,112,83901,"TEMP1525"
6840,53449,"Beta-5701",17484,18124,16904,112,83911,"TEMP1527"
6840,53451,"Beta-117541",17204,17374,17054,112,83911,"TEMP1527"
6840,53448,"Beta-65209",16964,17124,16724,112,83911,"TEMP1527"
6840,28281,"SI-641",16254,17254,15244,112,83911,"TEMP1527"
6840,53450,"A-2985",15764,16554,15004,112,83911,"TEMP1527"
6840,53453,"Beta-5055",12664,12854,12254,112,83911,"TEMP1527"
6840,53452,"Beta-5056",11614,11934,11314,112,83911,"TEMP1527"
6840,53454,"TEMP309",11564,12174,11094,112,83911,"TEMP1527"
6841,10442,"I-6622",2864,3714,2074,112,83912,"TEMP1529"
6844,10444,"I-4163",23794,25124,22704,112,83915,"TEMP1531"
6845,54064,"NOSAMS OS-65556",15424,15584,15274,112,83917,"TEMP1533"
6845,54063,"NOSAMS OS-66473",15424,15614,15244,112,83917,"TEMP1533"
6845,10445,"I-4137",14774,15744,13884,112,83917,"TEMP1533"
6845,54065,"NOSAMS OS-68666",1754,1824,1654,112,83917,"TEMP1533"
6848,53455,"SI-154",344,474,24,112,83920,"TEMP1535"
6851,10448,"UGa-176A",494,604,344,112,83923,"TEMP1537"
6851,10449,"UGa-176B",474,584,334,112,83923,"TEMP1537"
6855,53457,"SI-138",834,1044,684,112,83927,"TEMP1539"
6857,10450,"UGa-1258",724,884,664,112,83929,"TEMP1541"
6859,53458,"ISGS-245",1834,1984,1714,112,83931,"TEMP1543"
6859,53459,"ISGS-246",1824,1974,1694,112,83931,"TEMP1543"
6862,10451,"TEMP310",824,914,724,112,83935,"TEMP1545"
6876,10453,"M-969",4894,5454,4314,112,83951,"TEMP1547"
6880,10455,"GX-6376",3544,3844,3254,112,83956,"TEMP1549"
6880,54078,"Beta-177807",1224,1284,1134,112,83956,"TEMP1549"
6880,54079,"GX-7454",714,914,564,112,526943,"TEMP1549"
6880,54081,"GX-7456",724,894,574,112,526943,"TEMP1549"
6880,54082,"GX-7457",644,794,534,112,526943,"TEMP1549"
6880,54080,"GX-7455",584,694,384,112,526943,"TEMP1549"
6880,51553,"GX-3652",524,654,354,112,526943,"TEMP1549"
6883,10456,"TEMP311",1484,1704,1324,112,83959,"TEMP1551"
6886,10462,"Gx-3663",4024,4384,3714,112,83962,"TEMP1553"
6886,10461,"Gx-3662",3914,4204,3644,112,83962,"TEMP1553"
6886,10459,"Gx-3660",3674,4004,3404,112,83962,"TEMP1553"
6886,10460,"Gx-3661",2264,2674,1994,112,83962,"TEMP1553"
6889,11244,"AA-21706",11434,11794,11244,112,83967,"TEMP1555"
6889,11243,"AA-21705",11204,11304,10904,112,83967,"TEMP1555"
6889,11242,"CAMS-24127",10374,10504,10254,112,83967,"TEMP1555"
6889,11241,"CAMS-24126",10354,10494,10254,112,83967,"TEMP1555"
6889,11253,"Beta-117607",12804,12904,12764,112,83968,"TEMP1555"
6889,11252,"Beta-117601",12794,12894,12754,112,83968,"TEMP1555"
6889,11251,"CAMS-26783a",12774,12844,12734,112,83968,"TEMP1555"
6889,11250,"Beta-117602",12774,12854,12734,112,83968,"TEMP1555"
6889,11249,"AA-21710",12694,12754,12624,112,83968,"TEMP1555"
6889,11248,"Beta-117606",12674,12724,12584,112,83968,"TEMP1555"
6889,11247,"Beta-117603",12674,12724,12574,112,83968,"TEMP1555"
6889,11246,"Beta-117605",12664,12714,12544,112,83968,"TEMP1555"
6889,11245,"Beta-117604",12654,12714,12544,112,83968,"TEMP1555"
6889,11258,"AA-21711",15714,15934,15474,112,83969,"TEMP1555"
6889,11257,"PITT-0892",13604,14024,13244,112,83969,"TEMP1555"
6889,11256,"CAMS-33970b",13044,13144,12914,112,83969,"TEMP1555"
6889,11255,"CAMS-10349b",12984,13084,12854,112,83969,"TEMP1555"
6889,11254,"AA-21712",12484,12654,12134,112,83969,"TEMP1555"
6889,11267,"Beta-127908bd",15274,15544,15034,112,83970,"TEMP1555"
6889,11266,"Beta-127908ad",14694,15524,13804,112,83970,"TEMP1555"
6889,11265,"Beta-127907d",14714,15224,14194,112,83970,"TEMP1555"
6889,11264,"CAMS-12845c",13474,13644,13334,112,83970,"TEMP1555"
6889,11263,"CAMS-33968c",13434,13524,13344,112,83970,"TEMP1555"
6889,11262,"CAMS-12839c",13434,13574,13324,112,83970,"TEMP1555"
6889,11261,"CAMS-12837c",13364,13464,13244,112,83970,"TEMP1555"
6889,11260,"Beta-127910",12884,13054,12774,112,83970,"TEMP1555"
6889,11259,"Beta-127909",12804,12984,12734,112,83970,"TEMP1555"
6889,11268,"Beta-127911e",13404,13484,13324,112,83971,"TEMP1555"
6890,53461,"M-588",3094,3534,2684,112,83972,"TEMP1557"
6890,53460,"M-587",3084,3514,2634,112,83972,"TEMP1557"
6891,10477,"C-367",5604,6144,5094,112,83973,"TEMP1559"
6891,10476,"M-195",5234,5734,4834,112,83973,"TEMP1559"
6891,10475,"Y-1279",5174,5324,4964,112,83973,"TEMP1559"
6891,10474,"Y-1280",5174,5314,4954,112,83973,"TEMP1559"
6891,10473,"M-911",5214,5614,4834,112,83973,"TEMP1559"
6891,10472,"M-26",5224,5694,4794,112,83973,"TEMP1559"
6891,10471,"M-912",5184,5534,4814,112,83973,"TEMP1559"
6891,10470,"C-288",5164,5444,4804,112,83973,"TEMP1559"
6900,10479,"SM-533",12924,13774,11794,112,83982,"TEMP1561"
6900,10478,"SM-532",11124,12394,10244,112,83982,"TEMP1561"
6911,53462,"P-2440",2494,2884,2064,112,83993,"TEMP1563"
6912,53463,"Beta-249942",1624,1704,1554,112,83994,"TEMP1565"
6912,53464,"Beta-249943",844,914,754,112,83994,"TEMP1565"
6914,10484,"X-9",2384,2644,2204,112,83996,"TEMP1567"
6914,10483,"X-8",2254,2334,2164,112,83996,"TEMP1567"
6917,10502,"ISGS-491",17694,17994,17454,112,84002,"TEMP1569"
6917,10501,"ISGS-502",17134,17454,16734,112,84002,"TEMP1569"
6917,10500,"ISGS-504",16784,16994,16534,112,84002,"TEMP1569"
6917,10499,"ISGS-505",16084,16324,15824,112,84002,"TEMP1569"
6917,10498,"ISGS-492",15884,16154,15644,112,84002,"TEMP1569"
6917,10497,"ISGS-501",13964,14254,13794,112,84002,"TEMP1569"
6918,10503,"I-2982",15564,16844,14274,112,84003,"TEMP1571"
6918,53465,"TEMP315",15504,16784,14224,112,84003,"TEMP1571"
6919,10507,"Beta-3178",1114,1264,984,112,84004,"TEMP1573"
6919,10504,"Beta-3144",914,1054,764,112,84004,"TEMP1573"
6919,10506,"Beta-3177",694,794,584,112,84004,"TEMP1573"
6919,10505,"Beta-3145",664,764,564,112,84004,"TEMP1573"
6920,10509,"M-1911",704,894,574,112,84005,"TEMP1575"
6921,10512,"OWU-248",944,1214,734,112,84006,"TEMP1577"
6921,10511,"OWU-247B",924,1234,674,112,84006,"TEMP1577"
6922,53466,"Y-1381",604,714,514,112,84007,"TEMP1579"
6923,10513,"I-2399",594,694,524,112,84008,"TEMP1581"
6923,10514,"Y-1650",544,644,434,112,84008,"TEMP1581"
6924,10515,"Y-1380",574,664,404,112,84009,"TEMP1583"
6925,10517,"I-425",724,884,634,112,84010,"TEMP1585"
6925,10518,"Y-1174",714,864,584,112,84010,"TEMP1585"
6925,10516,"M-762",704,884,524,112,84010,"TEMP1585"
6926,10519,"M-1076",774,1014,574,112,84011,"TEMP1587"
6927,10521,"M-1077",794,984,634,112,84012,"TEMP1589"
6927,10520,"Y-1173",784,924,674,112,84012,"TEMP1589"
6928,53469,"Y-2351",2544,2744,2364,112,84013,"TEMP1591"
6928,53468,"Y-2350",1444,1574,1324,112,84013,"TEMP1591"
6928,53467,"Y-2349",1404,1534,1304,112,84013,"TEMP1591"
6929,10522,"Y-1654",2934,3094,2804,112,84014,"TEMP1593"
6933,10527,"Y-1716",5474,5634,5304,112,84018,"TEMP1595"
6933,10528,"Gx-0762",5464,5584,5334,112,84018,"TEMP1595"
6935,10530,"RL-915",634,784,534,112,84020,"TEMP1597"
6936,53470,"TX-2180",494,664,204,112,84021,"TEMP1599"
6938,53478,"TX-4664",13754,14644,13254,112,84023,"TEMP1601"
6938,53477,"TX-4663",12974,13404,12534,112,84023,"TEMP1601"
6938,53473,"SMU-866",11464,11794,11234,112,84023,"TEMP1601"
6938,53471,"SMU-856",10664,11044,10454,112,84023,"TEMP1601"
6938,53479,"Tx-2879",10614,11094,10274,112,84023,"TEMP1601"
6938,53474,"TX-2689",10614,11094,10274,112,84023,"TEMP1601"
6938,53472,"TX-2880",8864,9134,8634,112,84023,"TEMP1601"
6938,53475,"Tx-4661",6494,6844,6184,112,84023,"TEMP1601"
6938,53476,"Tx-4662",6404,6734,6044,112,84023,"TEMP1601"
6939,10538,"UCLA-705",1454,1624,1374,112,84024,"TEMP1603"
6939,10533,"OWU-62",1424,1584,1304,112,84024,"TEMP1603"
6939,10536,"UCLA-679C",1414,1524,1324,112,84024,"TEMP1603"
6939,10532,"OWU-61",1394,1514,1314,112,84024,"TEMP1603"
6943,10540,"DIC-317",4374,4744,4034,112,91996,"TEMP1605"
6943,10541,"DIC-317",3574,3724,3464,112,91996,"TEMP1605"
6943,10543,"UGa-1529",2074,2294,1854,112,91996,"TEMP1605"
6943,10544,"UGa-1530",1744,2304,1314,112,91996,"TEMP1605"
6943,10542,"DIC-318",1724,2554,1074,112,91996,"TEMP1605"
6943,10539,"UGa-1528",1604,1724,1444,112,91996,"TEMP1605"
6943,10545,"UGa-1531",454,544,324,112,91996,"TEMP1605"
6946,53480,"AA54516",694,734,674,112,84033,"TEMP1607"
6946,53481,"AA54515",674,724,584,112,84033,"TEMP1607"
6948,10550,"I-4406",13604,14204,13184,112,84035,"TEMP1609"
6948,10552,"I-4409",13104,13524,12754,112,84035,"TEMP1609"
6948,10549,"I-4405",12794,13124,12194,112,84035,"TEMP1609"
6948,10553,"I-4410",12144,12594,11564,112,84035,"TEMP1609"
6948,10551,"I-4407",11764,12454,11264,112,84035,"TEMP1609"
6948,10547,"I-4402",10004,10194,9714,112,84035,"TEMP1609"
6948,10548,"I-4403",5734,5924,5544,112,84035,"TEMP1609"
6948,10546,"I-4401",1264,1504,1034,112,84035,"TEMP1609"
6954,10566,"TX-6304",11404,11814,11134,112,84126,"TEMP1611"
6954,10567,"TX-6305",11244,11674,10824,112,84126,"TEMP1611"
6955,10570,"Beta-5359",1554,1914,1334,112,84127,"TEMP1613"
6955,10568,"Beta-6985",1504,1674,1404,112,84127,"TEMP1613"
6955,10569,"Beta-6986",1214,1334,1024,112,84127,"TEMP1613"
6958,10578,"GAK-407",3884,4104,3684,112,84130,"TEMP1615"
6958,10577,"GAK-406",3804,4024,3594,112,84130,"TEMP1615"
6960,10585,"GX-2009",7714,8334,7094,112,84132,"TEMP1617"
6960,10584,"GX-1558",7064,7304,6794,112,84132,"TEMP1617"
6960,10583,"TEMP316",7044,7454,6504,112,84132,"TEMP1617"
6962,53482,"AA-2538",604,654,554,112,84134,"TEMP1619"
6965,10588,"SI",33500,37400,31300,112,84140,"TEMP1621"
6965,10587,"SI",32600,34300,31300,112,84140,"TEMP1621"
6965,10586,"SI",20700,21200,20200,112,84140,"TEMP1621"
6965,10589,"SI-4102",20700,21100,20200,112,91997,"TEMP1621"
6965,10590,"SI-4130",32500,34200,31300,112,91998,"TEMP1621"
6965,53483,"CAMS-20594",16100,16300,15900,112,91998,"TEMP1621"
6965,10591,"SI-4104",34200,38800,31500,112,91999,"TEMP1621"
6967,53488,"AA-6991",24114,24854,23454,112,84144,"TEMP1623"
6967,10593,"AA-5255",24084,24554,23794,112,84144,"TEMP1623"
6967,10592,"AA-5256",22794,23244,22464,112,84144,"TEMP1623"
6967,53487,"CAMS-13029",1904,2044,1764,112,84144,"TEMP1623"
6979,10598,"TEMP318",1424,1564,1324,112,84156,"TEMP1625"
6979,10597,"TEMP317",914,1174,724,112,84156,"TEMP1625"
6981,10601,"TEMP319",714,884,584,112,84158,"TEMP1627"
6982,10609,"Beta-23416",1844,2114,1604,112,84159,"TEMP1629"
6982,10604,"Beta-16936",1494,1674,1364,112,84159,"TEMP1629"
6982,10612,"Beta-23892",1344,1414,1304,112,84159,"TEMP1629"
6982,10602,"Beta-16934",1264,1374,1104,112,84159,"TEMP1629"
6982,10611,"Beta-23891",1244,1374,1084,112,84159,"TEMP1629"
6982,10613,"Beta-23893",1124,1264,994,112,84159,"TEMP1629"
6982,10610,"Beta-23890",874,1044,754,112,84159,"TEMP1629"
6982,10605,"Beta-16937",854,974,744,112,84159,"TEMP1629"
6982,10608,"Beta-23415",834,914,744,112,84159,"TEMP1629"
6982,10606,"Beta-23413",774,904,684,112,84159,"TEMP1629"
6982,10603,"Beta-16935",774,914,684,112,84159,"TEMP1629"
6982,10607,"Beta-23414",644,774,544,112,84159,"TEMP1629"
6984,10614,"WIS-876",1674,1814,1574,112,84163,"TEMP1631"
6989,53489,"WIS-944",1124,1254,1004,112,84175,"TEMP1633"
6989,53491,"WIS-932",1084,1224,974,112,84175,"TEMP1633"
6989,53490,"WIS-943",1564,1694,1424,112,84174,"TEMP1633"
6989,53492,"WIS-941",2884,3054,2784,112,84176,"TEMP1633"
6989,53493,"WIS-946",2824,2954,2754,112,84173,"TEMP1633"
6990,10646,"GAK-408",1314,1784,904,112,84177,"TEMP1635"
6991,10647,"GAK-296",824,1004,684,112,84178,"TEMP1637"
6996,10651,"GAK-1734",1114,1274,964,112,84183,"TEMP1639"
6998,53494,"M-1246",784,934,674,112,84185,"TEMP1641"
6999,10652,"C-1245",714,984,574,112,84186,"TEMP1643"
6999,10653,"R-829/2",614,664,554,112,84186,"TEMP1643"
6999,10654,"R-829/1",604,654,534,112,84186,"TEMP1643"
7014,10670,"M-820",754,984,564,112,84201,"TEMP1645"
7022,10671,"Beta-16078",764,904,684,112,84209,"TEMP1647"
7022,10672,"Beta-4715",674,724,574,112,84209,"TEMP1647"
7024,10677,"Beta-34299",10484,11134,9794,112,84211,"TEMP1649"
7024,10678,"Beta-23427",10014,10944,9194,112,84211,"TEMP1649"
7024,10679,"Beta-23424",9724,10044,9564,112,84211,"TEMP1649"
7024,10680,"Beta-18235",9204,9944,8584,112,84211,"TEMP1649"
7024,10681,"Beta-23426",9074,9394,8704,112,84211,"TEMP1649"
7024,10682,"Beta-34298",8484,8764,8274,112,84211,"TEMP1649"
7024,10683,"Beta-18236",7964,8204,7714,112,84212,"TEMP1649"
7024,10684,"Beta-18234",7234,7414,6994,112,84212,"TEMP1649"
7024,10685,"Beta-34297",6864,7154,6614,112,84212,"TEMP1649"
7024,10686,"Beta-34296",6744,6954,6534,112,84212,"TEMP1649"
7024,10687,"Beta-18233",6664,6894,6454,112,84212,"TEMP1649"
7024,10688,"Beta-18232",6104,6314,5914,112,84214,"TEMP1649"
7024,10690,"Beta-36439",5434,5574,5174,112,84214,"TEMP1649"
7024,10689,"Beta-18231",5124,5394,4894,112,84214,"TEMP1649"
7024,10691,"Beta-32647",4454,4774,4204,112,84214,"TEMP1649"
