"collectionunitid","geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger","chroncontroltypeid","analysisunitid","chronology.agemodel","chroncontrols.notes"
6191,NA,NA,NA,2102,1177,23,83109,"bounds","inferred: between Layer 5 and Layer 12"
6192,NA,NA,NA,347,0,23,83110,"event","inferred: above Layer 19"
6192,NA,NA,NA,262,0,23,83110,"bounds","inferred: above Layer 19"
6192,NA,NA,NA,347,0,23,83111,"event","inferred: above Layer 19"
6192,NA,NA,NA,262,0,23,83111,"bounds","inferred: above Layer 19"
6192,NA,NA,NA,347,0,23,83112,"event","inferred: above Layer 19"
6192,NA,NA,NA,262,0,23,83112,"bounds","inferred: above Layer 19"
6192,NA,NA,NA,347,0,23,83113,"event","inferred: above Layer 19"
6192,NA,NA,NA,262,0,23,83113,"bounds","inferred: above Layer 19"
6192,NA,NA,NA,347,0,23,83115,"event","inferred: above Layer 19"
6192,NA,NA,NA,262,0,23,83115,"bounds","inferred: above Layer 19"
6192,NA,NA,NA,1397,502,23,83116,"event","inferred: between Layer 19 and Layer 22"
6192,NA,NA,NA,1242,607,23,83116,"bounds","inferred: between Layer 19 and Layer 22"
6192,NA,NA,NA,1607,1397,23,83117,"event","inferred: between bottom of Layer 19 and bottom of Layer 22"
6192,NA,NA,NA,1762,1242,23,83117,"bounds","inferred: between bottom of Layer 19 and bottom of Layer 22"
6192,NA,NA,NA,2912,1607,23,83118,"event","inferred: between Layer 22 and Layer 26"
6192,NA,NA,NA,2757,1762,23,83118,"bounds","inferred: between Layer 22 and Layer 26"
6192,NA,NA,NA,3182,1607,23,83119,"event","inferred: between bottom of Layer 22 and bottom of Layer 26"
6192,NA,NA,NA,3337,1762,23,83119,"bounds","inferred: between bottom of Layer 22 and bottom of Layer 26"
6192,NA,NA,NA,5642,4487,23,83121,"event","inferred: between Layer 27 and Layer 29"
6192,NA,NA,NA,5047,4562,23,83121,"bounds","inferred: between Layer 27 and Layer 29"
6192,NA,NA,NA,347,0,23,83123,"event","inferred: above Layer 19"
6192,NA,NA,NA,262,0,23,83123,"bounds","inferred: above Layer 19"
6192,NA,NA,NA,11700,6302,37,83124,"event","inferred: below Layer 29; Holocene"
6192,NA,NA,NA,11700,6847,37,83124,"bounds","inferred: below Layer 29; Holocene"
6192,NA,NA,NA,35000,11700,9,83125,"event","inferred: LGM to end Pleistocene"
6192,NA,NA,NA,35000,11700,9,83125,"bounds","inferred: LGM to end Pleistocene"
6192,NA,NA,NA,347,0,23,83126,"event","inferred: above Layer 19"
6192,NA,NA,NA,262,0,23,83126,"bounds","inferred: above Layer 19"
6192,NA,NA,NA,347,0,23,83127,"event","inferred: above Layer 19"
6192,NA,NA,NA,262,0,23,83127,"bounds","inferred: above Layer 19"
6192,NA,NA,NA,347,0,23,83128,"event","inferred: above Layer 19"
6192,NA,NA,NA,262,0,23,83128,"bounds","inferred: above Layer 19"
6192,NA,NA,5972,6302,5642,112,83129,"event","inferred: same as Layer 29"
6192,NA,NA,NA,6847,5047,112,83129,"bounds","inferred: same as Layer 29"
6192,NA,NA,NA,11700,6302,37,83130,"event","inferred: below Layer 29; Holocene"
6192,NA,NA,NA,11700,6847,37,83130,"bounds","inferred: below Layer 29; Holocene"
6197,NA,NA,NA,5297,0,23,83142,"event","inferred: above 5C"
6197,NA,NA,NA,5087,0,23,83142,"bounds","inferred: above 5C"
6197,NA,NA,NA,5297,0,23,83143,"event","inferred: above 5C"
6197,NA,NA,NA,5087,0,23,83143,"bounds","inferred: above 5C"
6197,NA,NA,NA,5297,0,23,83144,"event","inferred: above 5C"
6197,NA,NA,NA,5087,0,23,83144,"bounds","inferred: above 5C"
6197,NA,NA,NA,7922,5602,23,83146,"event","inferred: between 5C and 5E"
6197,NA,NA,NA,7667,5867,23,83146,"bounds","inferred: between 5C and 5E"
6198,NA,NA,NA,1307,0,23,83149,"event","inferred: above Level 2"
6198,NA,NA,NA,1157,0,23,83149,"bounds","inferred: above Level 2"
6198,NA,NA,NA,1307,0,23,83150,"event","inferred: above Level 2"
6198,NA,NA,NA,1157,0,23,83150,"bounds","inferred: above Level 2"
6198,NA,NA,NA,1307,0,23,83151,"event","inferred: above Level 2"
6198,NA,NA,NA,1157,0,23,83151,"bounds","inferred: above Level 2"
6198,NA,NA,NA,1307,0,23,83152,"event","inferred: above Level 2"
6198,NA,NA,NA,1157,0,23,83152,"bounds","inferred: above Level 2"
6198,NA,NA,NA,1307,0,23,83153,"event","inferred: above Level 2"
6198,NA,NA,NA,1157,0,23,83153,"bounds","inferred: above Level 2"
6213,NA,NA,NA,747,100,37,83176,"event","inferred: above Zone 3, below Historic"
6213,NA,NA,NA,472,100,37,83176,"bounds","inferred: above Zone 3, below Historic"
6213,NA,NA,NA,747,1,23,83177,"event","inferred: above Zone 3"
6213,NA,NA,NA,472,1,23,83177,"bounds","inferred: above Zone 3"
6223,NA,NA,NA,697,1,23,83188,"event","inferred: above Unit 2A"
6223,NA,NA,NA,462,1,23,83188,"bounds","inferred: above Unit 2A"
6223,NA,NA,NA,1400,927,37,83190,"event","inferred: below Unit 2A, above 1400 (archeo)"
6223,NA,NA,NA,1400,1167,37,83190,"bounds","inferred: below Unit 2A, above 1400 (archeo)"
6245,NA,NA,NA,3632,1,23,83227,"event","inferred: above Zone A"
6245,NA,NA,NA,3067,1,23,83227,"bounds","inferred: above Zone A"
6289,NA,NA,NA,20000,11492,37,83282,"event","inferred: below Hearth Horizon, above 20ka"
6289,NA,NA,NA,20000,12147,37,83282,"bounds","inferred: below Hearth Horizon, above 20ka"
6298,NA,NA,NA,20000,10922,37,83294,"event","inferred: below Zone B, above 20ka"
6298,NA,NA,NA,20000,11452,37,83294,"bounds","inferred: below Zone B, above 20ka"
6352,NA,NA,25417,26087,24727,80,95938,"event","inferred: full range of dated units in collection"
6352,NA,NA,NA,27552,23272,80,95938,"bounds","inferred: full range of dated units in collection"
6357,NA,NA,NA,4512,0,23,83353,"event","inferred: above Level 5"
6357,NA,NA,NA,4467,0,23,83353,"bounds","inferred: above Level 5"
6357,NA,NA,NA,4512,0,23,83354,"event","inferred: above Level 5"
6357,NA,NA,NA,4467,0,23,83354,"bounds","inferred: above Level 5"
6357,NA,NA,NA,5582,4692,23,83356,"event","inferred: between Levels 5 and 8"
6357,NA,NA,NA,4982,4757,23,83356,"bounds","inferred: between Levels 5 and 8"
6357,NA,NA,NA,5582,4692,23,83357,"event","inferred: between Levels 5 and 8"
6357,NA,NA,NA,4982,4757,23,83357,"bounds","inferred: between Levels 5 and 8"
6397,NA,NA,NA,4937,1017,23,83409,"event","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4547,1427,23,83409,"bounds","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4937,1017,23,83410,"event","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4547,1427,23,83410,"bounds","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4937,1017,23,83411,"event","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4547,1427,23,83411,"bounds","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4937,1017,23,83412,"event","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4547,1427,23,83412,"bounds","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4937,1017,23,83413,"event","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4547,1427,23,83413,"bounds","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4937,1017,23,83414,"event","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4547,1427,23,83414,"bounds","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4937,1017,23,83415,"event","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4547,1427,23,83415,"bounds","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4937,1017,23,83416,"event","inferred: between Level 1 and Level 10"
6397,NA,NA,NA,4547,1427,23,83416,"bounds","inferred: between Level 1 and Level 10"
6426,NA,NA,NA,7607,927,80,83459,"event","inferred: full range of dated units in collection"
6426,NA,NA,NA,8942,702,80,83459,"bounds","inferred: full range of dated units in collection"
6426,NA,NA,NA,7607,927,80,83460,"event","inferred: full range of dated units in collection"
6426,NA,NA,NA,8942,702,80,83460,"bounds","inferred: full range of dated units in collection"
6679,NA,NA,NA,11700,3392,37,83731,"event","inferred: below II, above Pleistocene"
6679,NA,NA,NA,11700,3447,37,83731,"bounds","inferred: below II, above Pleistocene"
6679,NA,NA,NA,877,632,23,83734,"event","inferred: between III and IV"
6679,NA,NA,NA,2382,502,23,83734,"bounds","inferred: between III and IV"
6816,NA,NA,NA,8387,1250,37,83884,"event","inferred: above analysis unit id 83885, below 700 AD"
6816,NA,NA,NA,8342,1250,37,83884,"bounds","inferred: above analysis unit id 83885, below 700 AD"
6880,NA,NA,NA,500,0,64,83955,"bounds","inferred: historic"
6880,NA,NA,NA,150,0,64,83955,"bounds","inferred: Historic"
6880,NA,NA,NA,1450,950,64,526943,"event","inferred: Late Woodland"
6880,NA,NA,NA,1450,950,64,526943,"bounds","inferred: Late Woodland"
6880,NA,NA,NA,1450,950,64,526944,"event","inferred: Late Woodland"
6880,NA,NA,NA,1450,950,64,526944,"bounds","inferred: Late Woodland"
6889,NA,NA,NA,16167,10572,80,83965,"event","inferred: full range of dated units in collection"
6889,NA,NA,NA,14607,10077,80,83965,"bounds","inferred: full range of dated units in collection"
6889,NA,NA,NA,10572,10000,23,83966,"event","inferred: above Ib"
6889,NA,NA,NA,10077,10000,23,83966,"bounds","inferred: above Ib"
6917,NA,NA,NA,14947,1,23,84001,"event","inferred: above Non Cultural Horizon"
6917,NA,NA,NA,13517,1,23,84001,"bounds","inferred: above Non Cultural Horizon"
6918,NA,NA,15672,16862,14542,80,355680,"event","inferred: full range of dated units in collection"
6918,NA,NA,NA,19217,12242,80,355680,"bounds","inferred: full range of dated units in collection"
6943,NA,NA,2402,3312,1497,80,84028,"event","inferred: full range of dated units in collection"
6943,NA,NA,NA,4782,62,80,84028,"bounds","inferred: full range of dated units in collection"
6943,NA,NA,2402,3312,1497,80,84029,"event","inferred: full range of dated units in collection"
6943,NA,NA,NA,4782,62,80,84029,"bounds","inferred: full range of dated units in collection"
6943,NA,NA,2402,3312,1497,80,84030,"event","inferred: full range of dated units in collection"
6943,NA,NA,NA,4782,62,80,84030,"bounds","inferred: full range of dated units in collection"
6965,NA,NA,NA,80000,40622,37,84137,"event","inferred: below Level C; Wisconsinan"
6965,NA,NA,NA,80000,51322,37,84137,"bounds","inferred: below Level C; Wisconsinan"
6965,NA,NA,NA,80000,40622,37,84138,"event","inferred: below Level C; Wisconsinan"
6965,NA,NA,NA,80000,51322,37,84138,"bounds","inferred: below Level C; Wisconsinan"
6965,NA,NA,NA,80000,40622,37,84139,"event","inferred: below Level C; Wisconsinan"
6965,NA,NA,NA,80000,51322,37,84139,"bounds","inferred: below Level C; Wisconsinan"
6965,NA,NA,NA,80000,40622,37,84141,"event","inferred: below Level C; Wisconsinan"
6965,NA,NA,NA,80000,51322,37,84141,"bounds","inferred: below Level C; Wisconsinan"
6965,NA,NA,NA,80000,40622,37,84142,"event","inferred: below Level C; Wisconsinan"
6965,NA,NA,NA,80000,51322,37,84142,"bounds","inferred: below Level C; Wisconsinan"
7024,NA,NA,NA,7567,2692,80,84213,"event","inferred: range of Strata III and IV"
7024,NA,NA,NA,8072,1147,80,84213,"bounds","inferred: range of Strata III and IV"
7024,NA,NA,NA,2692,1,23,84215,"event","inferred: above Stratum IV"
7024,NA,NA,NA,1147,1,23,84215,"bounds","inferred: above Stratum IV"
7097,NA,NA,NA,9217,2372,23,84300,"event","inferred: between Zones A and D"
7097,NA,NA,NA,6692,3122,23,84300,"bounds","inferred: between Zones A and D"
7238,NA,NA,NA,35952,25432,80,84447,"event","inferred: full range of dated units in collection"
7238,NA,NA,NA,44737,16632,80,84447,"bounds","inferred: full range of dated units in collection"
7282,NA,NA,NA,3000,892,37,84505,"event","inferred: below Zone 1; above Preceramic"
7282,NA,NA,NA,3000,1142,37,84505,"bounds","inferred: below Zone 1; above Preceramic"
7282,NA,NA,NA,10000,3000,64,84506,"event","inferred: Preceramic"
7282,NA,NA,NA,10000,3000,64,84506,"bounds","inferred: Preceramic"
7285,NA,NA,NA,6000,3207,37,84510,"event","inferred: below Zone II; Late Holocene"
7285,NA,NA,NA,6000,3992,37,84510,"bounds","inferred: below Zone II; Late Holocene"
7290,NA,NA,NA,7217,197,80,84516,"event","inferred: full range of dated units in collection"
7290,NA,NA,NA,9122,-13,80,84516,"bounds","inferred: full range of dated units in collection"
7291,NA,NA,NA,1167,0,23,84521,"event","inferred: above Level 7"
7291,NA,NA,NA,987,0,23,84521,"bounds","inferred: above Level 7"
7291,NA,NA,NA,6227,4792,23,84522,"event","inferred: between 9 and 22"
7291,NA,NA,NA,6197,5112,23,84522,"bounds","inferred: between 9 and 22"
7291,NA,NA,NA,6227,4792,23,84523,"event","inferred: between 9 and 22"
7291,NA,NA,NA,6197,5112,23,84523,"bounds","inferred: between 9 and 22"
7291,NA,NA,NA,6227,4792,23,84524,"event","inferred: between 9 and 22"
7291,NA,NA,NA,6197,5112,23,84524,"bounds","inferred: between 9 and 22"
7291,NA,NA,NA,6227,4792,23,84525,"event","inferred: between 9 and 22"
7291,NA,NA,NA,6197,5112,23,84525,"bounds","inferred: between 9 and 22"
7291,NA,NA,NA,6227,4792,23,84526,"event","inferred: between 9 and 22"
7291,NA,NA,NA,6197,5112,23,84526,"bounds","inferred: between 9 and 22"
7291,NA,NA,NA,6227,4792,23,84527,"event","inferred: between 9 and 22"
7291,NA,NA,NA,6197,5112,23,84527,"bounds","inferred: between 9 and 22"
7291,NA,NA,NA,6227,4792,23,84528,"event","inferred: between 9 and 22"
7291,NA,NA,NA,6197,5112,23,84528,"bounds","inferred: between 9 and 22"
7291,NA,NA,NA,6227,4792,23,84529,"event","inferred: between 9 and 22"
7291,NA,NA,NA,6197,5112,23,84529,"bounds","inferred: between 9 and 22"
7291,NA,NA,NA,6227,4792,23,84530,"event","inferred: between 9 and 22"
7291,NA,NA,NA,6197,5112,23,84530,"bounds","inferred: between 9 and 22"
7291,NA,NA,NA,6227,4792,23,84531,"event","inferred: between 9 and 22"
7291,NA,NA,NA,6197,5112,23,84531,"bounds","inferred: between 9 and 22"
7291,NA,NA,NA,1167,0,23,84532,"event","inferred: above Level 7"
7291,NA,NA,NA,987,0,23,84532,"bounds","inferred: above Level 7"
7291,NA,NA,NA,6227,4792,23,84533,"event","inferred: between 9 and 22"
7291,NA,NA,NA,6197,5112,23,84533,"bounds","inferred: between 9 and 22"
7291,NA,NA,NA,6227,4792,23,84534,"event","inferred: between 9 and 22"
7291,NA,NA,NA,6197,5112,23,84534,"bounds","inferred: between 9 and 22"
7291,NA,NA,NA,6552,6387,23,84536,"event","inferred: between 22 and 25"
7291,NA,NA,NA,6527,6437,23,84536,"bounds","inferred: between 22 and 25"
7291,NA,NA,NA,6552,6387,23,84537,"event","inferred: between 22 and 25"
7291,NA,NA,NA,6527,6437,23,84537,"bounds","inferred: between 22 and 25"
7291,NA,NA,NA,7262,6682,23,84539,"event","inferred: between 25 and 29"
7291,NA,NA,NA,7167,6707,23,84539,"bounds","inferred: between 25 and 29"
7291,NA,NA,NA,7262,6682,23,84540,"event","inferred: between 25 and 29"
7291,NA,NA,NA,7167,6707,23,84540,"bounds","inferred: between 25 and 29"
7291,NA,NA,NA,1167,0,23,84542,"event","inferred: above Level 7"
7291,NA,NA,NA,987,0,23,84542,"bounds","inferred: above Level 7"
7291,NA,NA,NA,1167,0,23,84543,"event","inferred: above Level 7"
7291,NA,NA,NA,987,0,23,84543,"bounds","inferred: above Level 7"
7291,NA,NA,NA,1167,0,23,84544,"event","inferred: above Level 7"
7291,NA,NA,NA,987,0,23,84544,"bounds","inferred: above Level 7"
7291,NA,NA,NA,1167,0,23,84545,"event","inferred: above Level 7"
7291,NA,NA,NA,987,0,23,84545,"bounds","inferred: above Level 7"
7291,NA,NA,NA,4357,1492,23,84547,"event","inferred: between 7 and 9"
7291,NA,NA,NA,4037,1712,23,84547,"bounds","inferred: between 7 and 9"
7316,NA,NA,NA,12900,11852,37,84575,"event","inferred: below 10; Younger Dryas"
7316,NA,NA,NA,12900,11987,37,84575,"bounds","inferred: below 10; Younger Dryas"
7316,NA,NA,NA,11307,8942,23,84582,"event","inferred: between 7 and 10"
7316,NA,NA,NA,11172,8882,23,84582,"bounds","inferred: between 7 and 10"
7316,NA,NA,NA,11307,8942,23,84583,"event","inferred: between 7 and 10"
7316,NA,NA,NA,11172,8882,23,84583,"bounds","inferred: between 7 and 10"
7332,NA,NA,NA,10067,550,37,84611,"event","inferred: above Dalton Complex, no later than Woodland"
7332,NA,NA,NA,9242,550,37,84611,"bounds","inferred: above Dalton Complex, no later than Woodland"
7337,NA,NA,NA,1307,822,23,84619,"event","inferred: between Late Woodland and Bold Conselor units"
7337,NA,NA,NA,1332,1047,23,84619,"bounds","inferred: between Late Woodland and Bold Conselor units"
7454,NA,NA,NA,1077,1007,112,84744,"event","inferred: same as Late Rosewood"
7454,NA,NA,NA,1092,992,112,84744,"bounds","inferred: same as Late Rosewood"
7468,NA,NA,NA,1387,1000,37,84759,"event","inferred: above Mund unit; Emergent Mississippian"
7468,NA,NA,NA,1337,1000,37,84759,"bounds","inferred: above Mund unit; Emergent Mississippian"
7468,NA,NA,NA,1387,1000,37,84760,"event","inferred: above Mund unit; Emergent Mississippian"
7468,NA,NA,NA,1337,1000,37,84760,"bounds","inferred: above Mund unit; Emergent Mississippian"
7468,NA,NA,NA,1650,1467,37,84762,"event","inferred: below Mund; Late Woodland"
7468,NA,NA,NA,1650,1517,37,84762,"bounds","inferred: below Mund; Late Woodland"
7491,NA,NA,1797,1827,1762,112,84789,"event","inferred: same as Middle Woodland Bluff"
7491,NA,NA,NA,1877,1722,112,84789,"bounds","inferred: same as Middle Woodland Bluff"
7491,NA,NA,NA,6077,4562,23,84791,"event","inferred: between Helton and Titterington"
7491,NA,NA,NA,5662,4717,23,84791,"bounds","inferred: between Helton and Titterington"
7510,NA,NA,NA,2647,1692,23,84820,"event","inferred: bounded by Crab Orchard I and II"
7510,NA,NA,NA,2737,1312,23,84820,"bounds","inferred: bounded by Crab Orchard I and II"
7510,NA,NA,NA,1692,967,23,84823,"event","inferred: after Crab Orchard II, no later than Late Woodland I"
7510,NA,NA,NA,1312,752,23,84823,"bounds","inferred: after Crab Orchard II, no later than Late Woodland I"
7510,NA,NA,NA,967,410,37,84825,"event","inferred: above Late Woodland I; Mississippian"
7510,NA,NA,NA,752,410,37,84825,"bounds","inferred: above Late Woodland I; Mississippian"
7540,NA,NA,NA,6812,6542,23,84857,"event","inferred: below A, above 2"
7540,NA,NA,NA,7847,6847,23,84857,"bounds","inferred: below A, above base of 2"
7540,NA,NA,NA,8937,8672,23,84858,"event","inferred: above 12/13, below 9"
7540,NA,NA,NA,8837,8727,23,84858,"bounds","inferred: 9 through 12/13 inclusive"
7540,NA,NA,NA,8937,8672,23,84859,"event","inferred: above 12/13, below 9"
7540,NA,NA,NA,8837,8727,23,84859,"bounds","inferred: 9 through 12/13 inclusive"
7540,NA,NA,NA,9142,8932,23,84861,"event","inferred: 12/13 through 15-19 inclusive"
7540,NA,NA,NA,9337,8462,23,84861,"bounds","inferred: 12/13 through 15-19 inclusive"
7540,NA,NA,NA,11700,9287,37,84866,"event","inferred: includes 23/26, above Pleistocene"
7540,NA,NA,NA,11700,8737,37,84866,"bounds","inferred: includes 23/26, above Pleistocene"
7540,NA,NA,NA,11700,9287,37,84867,"event","inferred: includes 23/26, above Pleistocene"
7540,NA,NA,NA,11700,8737,37,84867,"bounds","inferred: includes 23/26, above Pleistocene"
7540,NA,NA,NA,4727,4457,23,84874,"event","inferred: top of 7E to top of 8E"
7540,NA,NA,NA,4277,4122,23,84874,"bounds","inferred: top of 7E to top of 8E"
7540,NA,NA,NA,5497,5167,23,84876,"event","inferred: above 9E, below 8E"
7540,NA,NA,NA,5457,4277,23,84876,"bounds","inferred: above 9E, below top of 8E"
7540,NA,NA,NA,6542,6267,112,84880,"event","inferred: range of Stratum A"
7540,NA,NA,NA,6847,5962,112,84880,"bounds","inferred: range of Stratum A"
7562,NA,NA,NA,6000,762,NA,84904,"event","inferred: below Moorehead; Late Holocene"
7562,NA,NA,NA,6000,987,NA,84904,"bounds","inferred: below Moorehead; Late Holocene"
7562,NA,NA,NA,6000,762,23,84907,"event","inferred: below Moorehead; Late Holocene"
7562,NA,NA,NA,6000,987,23,84907,"bounds","inferred: below Moorehead; Late Holocene"
7650,NA,NA,NA,3957,2542,23,84998,"event","inferred: between IA and IIB"
7650,NA,NA,NA,3872,3442,23,84998,"bounds","inferred: between IA and IIB"
7650,NA,NA,NA,5812,5452,23,85001,"event","inferred: between IIIA and IID"
7650,NA,NA,NA,5807,5722,23,85001,"bounds","inferred: between IIIA and IID"
7650,NA,NA,NA,5812,5452,23,85002,"event","inferred: between IIIA and IID"
7650,NA,NA,NA,5807,5722,23,85002,"bounds","inferred: between IIIA and IID"
7650,NA,NA,NA,6127,6067,23,85005,"event","inferred: between IIIF and IIIG"
7650,NA,NA,NA,6137,6072,23,85005,"bounds","inferred: between IIIF and IIIG"
7650,NA,NA,NA,6327,6127,23,85007,"event","inferred: bounds of IIIH and IVA inclusive"
7650,NA,NA,NA,6312,6137,23,85007,"bounds","inferred: bounds of IIIH and IVA inclusive"
10924,NA,NA,NA,2852,0,23,98150,"event","inferred: above e3a"
10924,NA,NA,NA,2667,0,23,98150,"bounds","inferred: above e3a"
10924,NA,NA,NA,2852,0,23,98151,"event","inferred: above e3a"
10924,NA,NA,NA,2667,0,23,98151,"bounds","inferred: above e3a"
10924,NA,NA,NA,2852,0,23,98152,"event","inferred: above e3a"
10924,NA,NA,NA,2667,0,23,98152,"bounds","inferred: above e3a"
10924,NA,NA,NA,7667,3032,23,98154,"event","inferred: between e3a and e4a"
10924,NA,NA,NA,7502,3227,23,98154,"bounds","inferred: between e3a and e4a"
10924,NA,NA,NA,9652,7817,23,98156,"event","inferred: between e4a and e5a"
10924,NA,NA,NA,9392,7977,23,98156,"bounds","inferred: between e4a and e5a"
10924,NA,NA,NA,13077,9937,23,98158,"event","inferred: below e5a, above e6b (is e5a date out of sequence?)"
10924,NA,NA,NA,12717,10212,23,98158,"bounds","inferred: below e5a, above e6b (is e5a date out of sequence?)"
10924,NA,NA,NA,20717,13397,23,98161,"event","inferred: between e6b and e7b"
10924,NA,NA,NA,19062,13752,23,98161,"bounds","inferred: between e6b and e7b"
10924,NA,NA,NA,26000,22247,37,98163,"event","inferred: below e7b; LGM"
10924,NA,NA,NA,26000,23907,37,98163,"bounds","inferred: below e7b; LGM"
10924,NA,NA,NA,26000,22247,37,98164,"event","inferred: below e7b; LGM"
10924,NA,NA,NA,26000,23907,37,98164,"bounds","inferred: below e7b; LGM"
11515,NA,NA,12767,12857,12692,80,111226,"event","inferred: full range of dated units in collection"
11515,NA,NA,NA,13052,12492,80,111226,"bounds","inferred: full range of dated units in collection"
11515,NA,NA,12767,12857,12692,80,111227,"event","inferred: full range of dated units in collection"
11515,NA,NA,NA,13052,12492,80,111227,"bounds","inferred: full range of dated units in collection"
11515,NA,NA,12767,12857,12692,80,111228,"event","inferred: full range of dated units in collection"
11515,NA,NA,NA,13052,12492,80,111228,"bounds","inferred: full range of dated units in collection"
11515,NA,NA,12767,12857,12692,80,111229,"event","inferred: full range of dated units in collection"
11515,NA,NA,NA,13052,12492,80,111229,"bounds","inferred: full range of dated units in collection"
11515,NA,NA,12767,12857,12692,80,111230,"event","inferred: full range of dated units in collection"
11515,NA,NA,NA,13052,12492,80,111230,"bounds","inferred: full range of dated units in collection"
11515,NA,NA,12767,12857,12692,80,111231,"event","inferred: full range of dated units in collection"
11515,NA,NA,NA,13052,12492,80,111231,"bounds","inferred: full range of dated units in collection"
11515,NA,NA,12767,12857,12692,80,111232,"event","inferred: full range of dated units in collection"
11515,NA,NA,NA,13052,12492,80,111232,"bounds","inferred: full range of dated units in collection"
11515,NA,NA,12767,12857,12692,80,111233,"event","inferred: full range of dated units in collection"
11515,NA,NA,NA,13052,12492,80,111233,"bounds","inferred: full range of dated units in collection"
11515,NA,NA,12767,12857,12692,80,111234,"event","inferred: full range of dated units in collection"
11515,NA,NA,NA,13052,12492,80,111234,"bounds","inferred: full range of dated units in collection"
11515,NA,NA,12767,12857,12692,80,111235,"event","inferred: full range of dated units in collection"
11515,NA,NA,NA,13052,12492,80,111235,"bounds","inferred: full range of dated units in collection"
11515,NA,NA,12767,12857,12692,80,111236,"event","inferred: full range of dated units in collection"
11515,NA,NA,NA,13052,12492,80,111236,"bounds","inferred: full range of dated units in collection"
11555,NA,NA,NA,5417,0,23,112268,"event","inferred: above all other units"
11555,NA,NA,NA,4037,0,23,112268,"bounds","inferred: above all other units"
11555,NA,NA,10957,11172,10762,112,112272,"event","inferred: same as Intermediate Zone Feature 27"
11555,NA,NA,NA,11552,10452,112,112272,"bounds","inferred: same as Intermediate Zone Feature 27"
11555,NA,NA,NA,16557,5417,80,112277,"event","inferred: full range of dated units in collection"
11555,NA,NA,NA,23022,4037,80,112277,"bounds","inferred: full range of dated units in collection"
13353,NA,NA,NA,2157,0,23,132670,"event","inferred: above Level 2"
13353,NA,NA,NA,1997,0,23,132670,"bounds","inferred: above Level 2"
13353,NA,NA,NA,3982,2357,23,132672,"event","inferred: between Levels 2 and 6"
13353,NA,NA,NA,3587,2547,23,132672,"bounds","inferred: between Levels 2 and 6"
13353,NA,NA,NA,3982,2357,23,132673,"event","inferred: between Levels 2 and 6"
13353,NA,NA,NA,3587,2547,23,132673,"bounds","inferred: between Levels 2 and 6"
13353,NA,NA,NA,3982,2357,23,132674,"event","inferred: between Levels 2 and 6"
13353,NA,NA,NA,3587,2547,23,132674,"bounds","inferred: between Levels 2 and 6"
13353,NA,NA,NA,10327,4582,23,132676,"event","inferred: between Levels 6 and 11"
13353,NA,NA,NA,9852,4987,23,132676,"bounds","inferred: between Levels 6 and 11"
13353,NA,NA,NA,10327,4582,23,132677,"event","inferred: between Levels 6 and 11"
13353,NA,NA,NA,9852,4987,23,132677,"bounds","inferred: between Levels 6 and 11"
13353,NA,NA,NA,10327,4582,23,132678,"event","inferred: between Levels 6 and 11"
13353,NA,NA,NA,9852,4987,23,132678,"bounds","inferred: between Levels 6 and 11"
13353,NA,NA,NA,10327,4582,23,132679,"event","inferred: between Levels 6 and 11"
13353,NA,NA,NA,9852,4987,23,132679,"bounds","inferred: between Levels 6 and 11"
14886,NA,NA,41702,41997,41377,112,138045,"event","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,NA,42617,40762,112,138045,"bounds","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,41702,41997,41377,112,138046,"event","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,NA,42617,40762,112,138046,"bounds","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,41702,41997,41377,112,138047,"event","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,NA,42617,40762,112,138047,"bounds","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,41702,41997,41377,112,138049,"event","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,NA,42617,40762,112,138049,"bounds","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,41702,41997,41377,112,138050,"event","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,NA,42617,40762,112,138050,"bounds","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
